8790 26251
2980 3951 979
1635 7096 -684
1182 3063 -73
8290 8281 183
6718 4941 -398
2285 2231 -899
5079 1355 -176
7608 8382 299
988 662 -522
3297 6832 302
1554 6727 -966
7918 786 -57
8372 6002 -918
6727 7732 641
808 1844 -325
6518 1363 -95
4234 822 494
6306 6289 -793
1765 7053 239
6231 7631 -358
8375 1962 -986
1591 1926 -3
398 1192 85
8362 8258 562
7728 7564 362
8056 4778 -488
8598 4252 202
6719 2599 231
7878 8463 -368
6750 2226 845
4525 2892 -850
5601 3159 -957
7704 2963 157
1833 8104 -680
1840 2756 715
7936 4731 -855
6011 3263 743
7899 2749 922
4868 5239 -828
1858 2098 -49
5441 2384 -187
2101 2282 616
1837 5084 -697
1778 1217 -947
3005 2403 -717
3766 3590 278
8110 1151 617
1293 6678 -508
5466 327 529
1897 462 398
1213 7261 -752
4036 620 367
6077 810 35
8279 5118 567
4075 7891 -829
3666 1667 -671
1709 4649 -841
3687 6639 609
5756 5731 585
3064 341 60
8160 7802 -889
4729 5315 136
5001 4564 -765
1297 8280 771
8364 3825 -839
3454 3394 -971
1539 5965 752
2705 3022 -432
571 825 888
7421 4849 -270
1385 5070 325
2716 906 -247
6809 1878 695
6548 3544 722
3599 3083 689
6334 4777 -779
569 6558 858
3366 6605 -12
4703 4172 -415
1833 2283 -16
270 6840 538
3269 165 7
1287 2237 -828
353 7795 -839
6657 6884 925
2789 3404 -357
5428 1857 535
7452 2998 -284
4064 4664 -103
1701 4445 -412
4399 8211 -300
5181 4434 580
3665 8088 790
6845 7513 30
4563 7703 293
1809 5030 802
4142 6904 -536
7416 3859 -836
7254 8055 950
6083 2994 31
4401 41 965
5037 729 -331
7023 8511 902
1357 8209 -481
2699 6442 721
7589 1504 852
6918 7251 -60
3867 1319 55
672 4441 254
8565 524 -622
273 1044 136
6124 2067 414
6888 7284 544
8721 5774 5
5036 8324 37
7637 4612 -789
3037 7218 665
360 8781 -625
4202 6844 -593
6225 7946 -868
2090 6351 -599
7213 2176 283
6010 8076 634
6375 6200 -17
5453 5952 996
4394 7437 959
8487 4124 801
4648 6522 367
4099 116 104
1993 7386 126
2663 6676 -987
5715 4125 -87
8420 4858 143
1376 1374 973
525 1536 220
4088 4990 420
4456 8371 -191
956 6464 529
5043 4772 -750
4794 238 956
8175 4449 -492
5927 8559 863
7848 3723 -257
4295 6951 -878
5171 8532 -339
4342 5977 964
5258 7858 -175
6653 3022 704
2478 4653 192
588 8433 -385
5665 531 -67
2129 25 -967
94 6701 -911
6336 2569 -339
6387 5607 -299
2457 6154 -20
217 6036 97
7023 6456 -582
898 7444 -67
3173 8274 -447
2987 3756 598
1613 2857 -517
3705 5447 -833
5188 5825 -359
6493 1558 671
453 8254 -309
7907 8672 600
5477 1365 264
5191 8683 635
379 2793 -876
6081 3728 -31
4434 7776 -758
2761 3927 -23
1270 6151 497
2758 5384 -315
4231 4261 -716
8175 6828 -430
2131 235 772
625 7063 -437
8492 3753 -642
1070 8686 -129
7697 8491 -962
5437 4832 138
5387 7170 790
6935 3085 193
4922 7463 -366
4856 1294 954
2604 8455 -160
4039 6826 -462
1939 4615 -768
7367 5082 657
8480 6713 926
4726 1792 20
4553 5339 -148
3672 5116 -190
401 6033 -825
4110 6102 889
5534 3453 430
7601 7047 -95
1854 5655 469
5808 4572 555
4782 3001 -799
3682 4870 -459
7168 4168 -641
3391 5004 652
4005 3650 -91
8737 8764 965
5247 8324 -338
5136 3481 -628
3110 5621 -893
5649 5990 7
5135 6473 -667
4412 187 -533
1203 7073 -895
7891 5017 287
4374 6070 77
3567 708 -645
1694 1337 -160
278 4066 806
5222 5485 651
6479 6205 -473
6865 4720 -947
3235 4157 422
243 4650 907
7109 6392 182
8717 8295 130
2712 1144 -122
73 6562 -40
8201 1506 -913
939 6621 -8
6418 6376 -542
5095 6311 -86
926 1650 930
4150 8660 -961
293 2085 513
186 4454 -669
4732 4408 975
1206 5642 230
3624 3254 -520
8232 6095 636
3780 1695 366
3178 6640 151
1740 4303 174
3797 6379 708
6657 6533 -208
3233 7500 -904
1675 7883 988
6480 2427 -743
3833 1472 464
3394 5879 -936
7853 1311 282
1880 4212 754
7324 2416 569
6612 3519 -284
7590 3936 204
4660 7226 -308
5895 7946 606
3770 1782 -748
4739 1307 -316
5 7249 -46
5458 2496 -44
8097 7907 358
8731 1819 570
7564 8761 902
3745 2400 -291
3238 1954 550
4913 7390 443
1827 8083 435
1027 2865 -33
3504 6940 880
6828 7709 793
614 4602 -114
5208 5042 657
8122 7748 758
3129 2455 -305
8038 7789 855
1231 5852 -577
1552 6354 60
4348 2499 -171
2232 8209 181
7049 946 -653
5785 359 -798
6120 401 -1000
4392 2495 929
5808 5054 -728
7821 6716 -352
3942 5560 294
1419 6688 -439
3645 909 474
5935 7485 567
880 4399 929
5796 8412 873
4862 2574 -506
98 1375 507
3595 3746 -488
7222 5602 766
3458 8697 209
5573 8039 -765
479 1421 97
2170 3504 -242
7672 6794 763
2219 1750 -384
1326 892 507
7344 6183 554
1656 8644 900
3937 3071 -737
173 1314 913
5762 5412 393
877 3893 962
2267 6967 45
121 4851 355
1728 5058 -424
1765 959 176
129 924 920
6178 5463 4
5606 2657 -107
1202 6605 -332
794 4629 -254
5086 1538 592
7204 8353 655
4337 4496 554
2743 3020 -164
3417 8000 868
170 6765 760
4356 3152 564
6653 6703 83
2679 4764 147
1730 6171 549
5014 3941 977
7185 3102 396
2091 5310 -542
6721 3635 -622
6311 4923 -490
2056 4439 -215
2 2170 817
2785 7868 -463
7498 6113 -843
8580 1843 -521
293 7642 -987
7840 920 -497
8283 323 610
1101 3224 -598
4928 3855 665
7754 3295 613
6653 595 287
3401 1912 861
5715 253 -93
4970 5509 -483
4239 7809 -978
3827 1833 -802
3465 7444 161
3570 490 -929
1850 2445 -837
2473 284 28
4626 3854 -40
5367 1031 460
3562 7261 754
842 4332 918
3006 6443 -251
1751 1644 276
572 1598 882
1723 64 678
6712 2589 -320
2144 1524 355
249 392 644
3891 1829 422
6093 591 -714
5017 1905 -497
4831 6157 396
4907 8240 -230
3776 4619 290
1292 1892 157
8057 3105 -555
1645 3901 -556
4832 8015 -665
2922 8247 -999
6316 7318 -329
2861 4668 216
8479 6867 -653
7766 1646 678
1459 7041 611
7336 1042 633
3794 6166 445
8619 6483 696
103 1746 -331
2182 2885 541
8787 7647 356
5878 720 -809
3806 3939 884
6853 7877 872
1612 491 -879
8638 8203 -506
7919 77 176
1149 5657 -837
7715 1766 -717
655 3246 -21
8450 4048 667
1743 5617 -57
8283 6632 509
3181 164 -54
7596 5867 -856
4980 204 -846
3807 302 192
764 7595 -265
724 8581 -101
5839 4837 753
8669 3033 -289
6529 6508 -266
678 2115 910
2868 4006 -273
3134 182 575
7324 2831 -949
6039 5744 279
8678 1621 606
4417 6121 -720
2024 1861 -629
8660 1530 -49
1903 1676 27
4544 4713 111
5018 2750 -627
8343 6351 -9
3143 5096 -771
602 5321 324
157 4686 -544
3548 7469 -524
7387 7375 -215
5480 7036 -888
3300 3470 193
6538 2232 -564
8066 4036 635
8062 2548 -859
8523 6620 299
645 5829 802
7112 7969 -728
6915 8260 -197
2664 3089 899
7449 1171 926
7768 4245 -401
1794 7089 727
543 7648 -34
3495 4810 392
7015 3204 -953
8156 6863 335
5709 6171 -240
7796 3409 -418
8362 6420 -626
6469 515 -101
246 1046 -569
2288 372 -895
8207 3553 738
3473 8371 -198
6169 7392 -334
3248 5810 -699
6993 5094 -353
1940 8391 -973
2419 2433 516
354 4837 -92
4139 8276 401
5457 4986 464
8307 6262 547
7511 6571 51
2332 8251 -738
583 2831 767
1984 4847 263
3891 2172 495
1851 7166 -624
6546 5400 88
6094 6755 579
3676 7191 896
1255 7748 176
2744 8346 -515
4479 7148 842
8745 3844 918
8244 8767 -684
957 4601 284
269 493 180
3544 233 258
2627 3551 601
7294 776 -204
4197 5983 -994
7243 8512 -792
2230 1687 674
981 4125 -794
6529 2370 -493
4080 6920 -287
7094 6346 286
8388 2596 352
5904 2424 226
2263 4779 898
3516 8328 669
3504 3128 886
3341 7490 299
5120 7121 676
8213 7529 862
7520 3560 -505
2139 5000 6
5347 8178 645
1836 3742 414
3053 4265 526
2388 8431 472
4541 4984 -612
1981 4085 -974
3470 644 -747
2396 2894 -19
7169 3909 -989
2941 996 291
1667 7826 -143
4607 2848 816
1486 1331 339
1107 2494 598
568 4456 -111
3400 8311 275
399 3652 120
1218 446 -459
5018 3482 868
5360 2756 607
463 638 897
4687 8707 921
3340 2081 573
1596 6784 -692
7487 7382 -108
7348 3189 391
2390 6943 -111
3308 6844 409
2515 3586 253
865 6818 94
5763 5936 -147
646 8033 -588
8102 4465 -853
6005 7472 925
6556 7672 -189
85 4284 978
8552 2524 -876
5522 2932 -577
7330 4491 832
7482 5570 591
2245 3437 951
3046 6408 -111
3720 3680 315
1865 5293 205
1470 5932 -194
2649 1052 -127
1921 7899 514
3459 29 -936
5808 8111 -826
3748 5754 948
3110 6820 -979
826 5028 -738
5676 572 237
7289 7551 549
2523 5696 -999
283 7345 191
4878 3854 870
7295 1593 -23
7550 8465 172
6196 7228 -540
1576 161 232
1445 3010 287
139 3892 -181
8291 3594 -359
6567 4626 -139
4845 5541 701
6138 5812 -669
5105 5916 -888
623 2365 -296
7980 540 -894
1057 7354 -444
1510 2033 841
5213 3725 247
5597 1982 -565
6090 5001 990
8535 6065 36
7570 6043 -795
2806 266 -48
514 4940 -566
1605 6325 -268
483 4198 909
7965 5841 -652
2745 863 162
2492 2434 -808
2614 4026 835
1592 4045 278
3280 5993 664
2931 8685 -762
4517 1226 555
5008 3383 -444
7723 5904 501
5523 6011 667
378 5774 -988
7986 3315 285
1011 2593 -137
820 3862 405
980 2623 783
6789 7660 -589
7004 2169 552
7240 1781 -725
5497 2280 -418
4308 2154 -337
8400 3512 536
6225 2266 798
288 5530 -6
1353 6214 862
1915 4671 378
497 1935 -914
4472 4434 868
7069 561 -2
7263 3548 247
2045 7835 641
6975 2526 580
4584 3436 -643
6150 5539 350
2503 1002 698
4672 1159 -757
5869 810 94
8661 5556 294
3930 4808 -342
1707 1537 233
5692 7984 77
7747 8078 197
3029 2412 131
899 1600 976
4009 3082 559
2939 2266 988
1587 381 180
4983 8066 26
7494 6873 571
3929 4136 602
7948 1359 -2
5299 3749 -782
1392 2360 639
1337 7521 -714
6461 5361 712
6191 4699 -939
5314 8011 -406
5412 6847 634
8650 7279 -193
6644 3834 -409
999 7743 -757
2566 1915 569
7516 6375 315
2065 5665 -282
4015 6877 -617
7816 3999 -423
1508 2074 610
7668 182 69
766 3833 724
3651 2847 -594
1544 5412 -549
6481 7766 -127
8530 8295 -116
7066 4855 426
6423 5197 110
3608 8089 53
7191 3034 490
2163 5502 -403
7570 3190 -863
5836 5148 573
4797 4337 -934
7522 1901 499
6783 4876 423
5558 2331 6
4514 3898 702
6249 3772 938
1283 1967 495
8674 2414 447
2240 1671 421
3115 1808 24
1286 438 -331
2862 2843 -49
810 4864 383
5476 7392 732
6296 3729 644
2281 868 -58
6952 8733 -471
8490 2215 -513
4383 2111 -753
8107 4495 -162
7497 1491 998
18 5237 -887
6100 1580 431
6372 7582 -769
7428 2733 -334
8242 526 -544
7862 2148 -304
1958 4436 147
8721 4370 285
6698 3393 457
7985 7499 -103
4292 4043 19
2099 6981 -559
1870 4481 625
6618 4199 -529
3542 32 477
1868 6848 -254
2970 3635 -702
6030 948 930
1491 7960 996
211 1264 -250
3979 4393 788
938 3089 740
823 2573 -304
1669 8532 -593
6762 3385 124
5200 1797 -213
5319 2847 -413
4198 3389 295
6977 2816 -942
1367 1182 -487
7922 1312 -438
3164 5655 -908
4907 4994 -249
2123 8330 486
1815 3209 -746
4069 2134 -221
3598 2466 973
7228 7020 -714
1631 5681 -727
4128 8545 -779
8030 2128 -822
4968 7778 -145
5537 1651 428
6539 7231 -51
5230 6287 -811
4992 5972 -117
3107 5591 -567
3423 2904 410
7985 3186 -205
5852 1907 -739
2512 39 -348
6811 4847 -172
8235 6839 288
4137 2236 -415
2029 8057 -285
2920 2191 348
6793 4735 -345
756 7699 705
3708 8243 -12
4461 8668 -586
1448 6713 -462
4799 6354 -716
4674 2837 -102
6982 1388 -325
4913 171 131
3469 1961 -204
1540 667 -806
4367 8364 -878
3314 2982 902
5834 6700 116
4563 6129 399
3996 7071 261
5906 4482 -898
7130 1417 100
5736 1812 -299
8547 1102 -968
1394 1364 299
464 4699 -11
3387 2548 -846
2878 6044 939
2222 7035 531
5449 3486 -636
487 8565 611
1355 4064 177
644 2553 881
1889 5090 -925
6978 8670 396
3045 3102 -803
8466 7945 900
3951 943 553
5634 7514 -868
6970 2395 5
5786 2578 -812
7207 2514 -392
3244 4908 949
3558 7339 171
2656 2782 -153
6978 5958 839
4647 8761 436
6580 7584 -670
7529 4521 577
7483 692 -905
3847 4452 -358
2318 6861 493
4476 4621 -298
4122 1511 -380
3478 127 277
3453 8570 457
7234 6965 387
2412 5742 97
611 1914 31
1173 715 -198
3492 8020 663
6231 7043 66
5401 8731 -766
7411 4625 -706
2916 3661 782
1576 4918 -425
2241 6887 2
401 2785 793
6645 5545 -518
8780 4025 482
6526 5549 -957
3951 2350 336
5365 8647 760
5146 6785 -936
7820 7917 -611
3799 7209 81
2115 3391 497
5953 754 4
6081 2994 864
7583 4238 -665
2781 3475 158
1968 3453 718
5383 1188 -64
1943 2172 923
3233 2396 -989
193 508 -75
5424 8276 679
4354 1331 -90
2462 7485 949
4000 2154 -725
2893 2938 811
2164 1584 653
8664 46 -580
1522 4255 -631
3362 2738 -203
5634 8693 646
4653 6861 860
832 5093 210
4364 869 -211
6347 168 615
6554 1041 -72
7943 3255 -128
4351 6628 -129
2460 849 -290
864 4011 220
3528 6615 -158
8664 8507 -1000
8595 1083 921
4789 6678 64
378 5635 -377
5751 605 167
2439 6689 -258
8419 5169 -765
7416 2111 -429
313 6048 774
8266 4386 -678
5302 4205 -491
7029 3142 -735
5885 541 -98
2840 6415 -916
1814 1087 -60
46 8776 334
4567 810 546
139 2211 304
4523 3191 -755
8159 8345 298
7257 7796 976
5995 2043 469
7750 7444 422
2338 165 863
3590 6675 -838
142 6344 -320
1090 5633 -768
6425 1911 175
3649 4114 754
3348 776 979
2102 2772 704
4958 6488 -867
1038 4348 -600
4684 4969 718
5487 8628 -209
2625 6374 575
6633 5450 -679
8133 1372 -795
4556 979 -399
4125 6498 570
1334 8116 400
5857 7 313
3730 4341 808
6437 922 454
4190 978 966
7553 8525 -933
4883 6089 853
5449 6994 -169
4661 93 -598
7481 4403 -272
4073 3358 -56
8039 8142 585
5437 4936 -876
4942 3515 -145
3379 2584 -682
766 1113 -657
310 2043 -436
1466 1089 199
8073 8593 270
8777 7525 -383
1461 4835 801
1038 4828 -139
459 3764 -809
2277 3119 830
1674 1438 745
8283 6257 150
446 5782 187
968 1473 -481
8246 7659 665
8042 8431 -318
6654 651 131
44 5510 252
3642 8760 -937
2585 5107 -270
3430 7160 -328
2470 1984 629
896 3724 952
8232 2704 -33
7467 961 -549
369 3036 679
7013 2864 909
930 842 -461
1165 3620 -39
39 846 794
2295 139 904
7828 3325 -693
2186 7128 -953
3766 227 297
2407 5991 -929
4918 3565 -191
4404 3860 -561
878 230 372
2877 2357 -68
766 5954 150
1495 7365 918
1685 5536 185
7246 2028 -368
6967 6271 216
305 1561 -650
5704 8226 571
8599 5673 -734
1467 8057 512
2856 7634 -367
3879 4889 868
1849 4860 -273
8192 533 -907
3250 2057 -909
3571 3115 -221
3781 5131 -413
2614 2181 791
777 3117 506
1490 4416 520
3440 5010 613
5637 1205 34
580 3248 722
3481 980 928
4375 680 608
3722 684 -222
5779 4801 -714
1609 2456 -967
5553 176 905
4937 1607 983
5406 1564 -508
5577 6057 425
6897 1302 247
5777 4373 -449
5632 5183 426
3278 2859 -151
6232 8420 968
908 4847 -609
4050 308 711
5505 1992 574
6425 4812 285
2927 3321 -113
1653 3011 -191
3167 3664 349
3313 8019 113
6272 8118 -205
3768 1905 -47
4653 5425 -497
551 1088 -599
7633 3593 180
6238 605 804
3649 6158 570
3964 8366 -499
3598 3225 898
1766 56 -405
8035 579 -457
7524 855 -734
1291 45 -769
1849 8637 327
3230 7536 -546
1249 1025 -142
8198 5093 -563
6381 808 -875
1324 8729 95
7384 8226 -632
2290 374 8
927 8403 -317
5293 8009 589
3064 635 -772
6036 4752 938
4738 4982 211
3870 3393 581
4503 6533 777
6969 5348 905
7405 1631 -963
7308 7054 -49
7314 6875 -325
1693 2516 915
6352 661 -645
4111 2247 765
3617 4827 -586
6531 7684 174
5536 1094 -430
5206 1948 -232
3743 6462 494
4222 1495 470
129 7485 249
4659 1421 968
8116 7640 128
7675 3575 631
8183 7020 152
6322 1635 -570
6928 6632 680
5602 1195 -962
8442 5270 583
6763 4424 21
8339 5068 107
4981 157 -614
7411 8086 251
5088 3670 869
8471 5254 709
2206 496 -420
2085 1423 835
8578 1246 530
1688 798 213
3162 6075 220
6332 7398 752
6861 4127 934
4798 3941 -762
7677 6139 -755
192 5534 420
2628 8699 -538
5060 3151 237
2676 6815 209
2681 489 -597
6336 1869 128
5812 8668 626
4937 3908 57
4051 8636 -507
7768 610 -12
4295 1122 -977
5396 3319 905
1057 492 -314
5288 5359 9
2745 5493 475
7665 5056 514
4112 5981 -313
3064 2387 -794
1119 5119 -848
7375 96 195
3677 6127 -416
4081 8250 -645
8762 7104 -302
6589 5236 -97
1301 781 117
7913 6290 16
5953 2336 142
3343 1681 202
142 1287 -166
931 4790 10
5870 4477 -586
8379 4334 52
7648 7531 332
5701 5417 -137
1488 5971 530
4841 4269 -528
4810 42 124
6764 5407 -68
7454 8434 -985
3829 2858 741
7373 2686 55
8102 5754 -820
4695 8262 555
6379 4240 661
3760 1214 807
4189 8369 968
1109 1564 -731
3365 2246 386
6680 2887 -253
3902 1888 -493
8550 2058 854
7182 3938 -831
7499 1327 778
3463 2846 -273
3016 1921 194
4074 6891 971
7723 5085 -222
6316 1042 -145
7894 7374 348
846 4130 169
4008 7013 -940
2862 6645 -73
4845 8397 54
2670 1485 976
1416 7838 609
1438 4161 676
5834 1554 -929
8683 5422 424
671 2120 265
7884 7793 128
2285 875 -471
577 2673 -250
4425 6064 881
6595 2304 -58
277 868 722
6219 7141 -22
3018 1084 -32
7832 2513 638
1079 2116 420
2779 2345 -596
7138 2912 -619
2421 3439 424
7855 2517 146
7155 5484 860
3756 3679 -475
8595 582 179
6756 5429 113
1471 7115 -565
2019 6236 798
5280 6421 93
8656 6055 78
5491 6065 -923
7862 2838 389
3012 8695 340
2212 2854 -963
496 2345 -927
3718 1897 282
6235 3405 -281
613 420 970
4948 8413 -621
2190 5597 736
8720 7824 -885
3015 4576 -559
3834 7962 -385
8287 4765 -82
6976 7918 -772
2709 2898 97
2233 2828 -940
6420 1299 -883
4331 3971 -117
1986 4023 -40
1765 1894 790
8355 6658 -186
4693 2801 -42
7968 7546 233
955 1595 454
1751 4676 290
7558 316 701
1009 1487 17
5308 7093 354
3444 5516 -336
1137 8143 882
7463 5303 -379
7089 4134 -264
2580 6757 -649
926 5452 721
281 6744 -375
786 4071 -660
3331 4578 -217
5569 5822 846
2857 1197 -331
7099 3664 -246
6637 4538 -179
3154 692 -692
4208 3167 316
714 2228 -113
6798 2987 583
7921 7695 -370
8493 5164 -90
842 1051 853
5975 8312 -127
442 7217 -550
1887 4239 -858
869 5103 225
4333 6946 -164
1871 5470 -931
3299 6812 82
1012 1885 -396
5052 2865 42
8391 3467 -360
7836 5435 -814
7693 5578 431
5272 3929 522
8413 1474 876
4896 8018 -691
871 2583 -757
5607 3227 572
8088 6986 -178
7663 4365 537
3309 980 799
8295 8540 611
323 2965 -292
8292 5304 596
4586 6773 401
6616 5407 938
6410 3351 -391
8029 6601 -670
7175 7761 990
5252 3612 657
2977 592 -315
1787 5960 992
7771 8236 467
4952 6486 976
2253 3877 -823
1662 2632 911
7226 981 380
3660 8624 919
7918 6531 -785
6480 1111 542
3861 2125 234
729 1447 -708
5903 1599 628
3556 3262 -933
6906 3353 254
5733 831 592
7804 1749 -874
1997 4708 654
6575 6053 -72
5374 7396 630
8670 8471 -823
3265 586 -718
6349 2228 810
988 1637 429
3528 6529 324
4942 3243 -207
1860 898 61
5999 3461 -860
3548 1914 187
8761 410 -732
5688 6535 685
4304 456 -417
7320 1451 -243
829 3711 981
8619 7446 670
280 2521 -829
1355 7278 790
2681 7066 -490
7801 7745 -673
2498 3385 826
2717 5121 709
4200 5681 -119
5883 6074 -735
959 3367 283
2496 6077 434
4079 5797 -158
8526 5270 530
8156 4326 -109
3270 4573 930
930 2345 569
1788 5171 586
2110 8190 -884
6312 6030 393
4213 6747 375
8564 3119 -849
716 7789 362
670 3747 -165
6634 6675 -738
7234 3001 75
6811 6169 193
4661 4483 -87
8642 6998 -900
3493 2527 -770
1262 8197 -383
5558 1963 -723
6723 7524 176
4578 226 208
2519 8230 54
6333 2740 -202
3823 6566 -524
6479 3357 -545
1991 5457 298
2678 4083 256
7733 6517 638
5319 1616 -943
5730 5301 15
5995 4913 637
2600 4315 -926
1198 3814 -239
3933 7200 -50
3337 8204 226
5596 259 -660
8013 7607 -181
5960 6950 -234
631 4257 -26
4058 7204 996
3104 2863 775
8133 3501 -878
2573 5641 -233
155 7136 498
5505 5670 303
4300 2487 -5
7668 6549 -646
6935 5261 39
1146 3359 -962
8372 529 147
3885 4375 -53
5559 3036 -13
6653 438 130
948 665 235
7640 4714 712
3623 2075 -708
8497 5850 720
7847 7517 161
2386 2656 785
3429 3235 236
7831 2524 -716
295 5192 -433
8122 1742 -666
8548 5725 963
7845 2865 603
414 7472 -749
1743 6784 -679
3178 7894 517
2238 1496 -647
5420 8021 242
8349 7074 819
540 2590 266
2872 7121 -62
3043 3402 716
2080 6877 876
3121 3744 -509
2780 5230 -614
4147 3011 691
953 4754 368
2664 3874 -65
3963 5941 -857
367 4149 444
7924 5649 996
3804 5186 -18
3477 6430 777
5728 7123 200
3028 146 255
6499 7941 405
2607 8531 -918
1256 5703 -325
7009 2906 -853
3199 3291 977
1114 822 -498
1887 3518 -607
5379 7753 -499
101 3737 -603
4202 6790 546
5908 1784 -947
2709 6298 804
1891 254 829
5151 6765 -278
1570 935 810
7199 2772 -2
7270 7950 -65
3534 5361 -925
1752 7401 204
4294 5162 696
1968 5589 -858
2943 5199 -481
4421 5194 31
4579 7832 309
6819 7927 -665
1088 2075 -395
2943 7072 -4
5032 6109 8
1774 8474 -916
7752 7115 392
180 7215 -184
4244 6450 -406
6725 3031 -560
4223 4474 -397
5287 8158 -681
5574 2885 306
6607 6212 611
3783 7590 -443
6615 4427 563
5224 2828 735
8288 3965 649
8721 7343 938
4324 4600 -487
714 7043 -611
2739 8030 713
228 4963 531
7126 7578 329
1416 205 151
8232 7659 -368
763 8073 -978
6786 1624 -338
4457 5266 399
8193 8636 -109
3078 7189 -856
275 3909 30
91 1327 -242
1491 8288 945
909 1805 246
522 980 -883
1776 5702 679
365 4707 268
3296 725 542
4502 1044 -252
3173 4553 775
2895 3897 211
8261 6091 -390
4170 3373 803
1174 1377 724
8533 5653 196
195 8127 -805
2651 3960 701
5066 803 82
5288 1161 -404
1319 7970 -395
6118 1502 -422
5214 8709 -687
3578 5091 698
4834 3984 -500
3955 1557 699
7281 8175 222
607 7282 -460
4421 3718 80
2871 5923 -408
7568 7904 324
5344 4291 -600
2888 4167 -948
912 665 626
1446 707 -424
1176 4636 -980
2529 1396 465
6715 4293 -193
7510 3740 235
4305 3824 -414
559 5215 -410
5708 2551 512
6289 1402 -863
8135 5691 -953
5773 2086 865
5344 4319 -761
2514 875 -954
2745 3568 -438
3906 8477 -337
966 8132 414
6660 7145 166
4297 7844 544
3122 3494 446
920 4170 -907
1984 3257 753
3609 8068 160
6419 8109 -833
8034 7923 59
2475 7183 260
338 6762 -197
5147 3225 802
5731 4522 -966
2544 3517 -649
3234 1559 -686
5692 7508 -650
5490 2303 -643
125 6278 516
7067 3529 3
2032 2791 899
8162 5531 -819
5204 2031 365
7428 4031 -991
2879 5350 -41
3472 8725 -155
6469 1748 820
3246 1564 -870
6520 2430 648
1950 4618 730
1016 2840 716
1702 1966 -589
6983 2138 611
4735 3900 -656
6300 8153 -270
7708 1187 -290
7673 3143 -817
4667 32 286
1547 889 -412
6775 3594 -509
8008 5564 -846
2802 4821 582
1185 2737 199
4119 5044 912
3587 4386 -499
314 5167 648
2720 8204 -887
915 5908 219
8334 3408 -902
5511 7276 882
7087 4129 -486
8047 1400 -532
1651 5203 -234
2703 567 -380
2424 1287 279
7173 3010 -39
3015 5322 -877
1208 7416 -803
4309 7288 179
7715 2211 -749
7691 8520 361
2087 3181 575
4766 5750 -650
5127 4599 -576
7523 5494 149
3339 5364 205
7616 6146 -306
5500 583 806
1753 5506 878
6541 580 -603
2267 5467 -843
6533 1604 988
5882 3054 482
1281 3522 885
7731 593 -755
5847 3842 -706
7241 607 948
3101 497 -739
7395 2586 79
7238 5677 409
3503 6462 380
6956 2824 -274
4961 4643 222
8429 620 -165
1395 5086 638
7689 5502 550
2153 722 -753
2731 4606 928
5842 7024 -489
1610 6645 -90
2725 5855 973
6155 5456 -727
636 7526 -286
187 1494 -224
1826 724 293
1441 5069 138
3036 7315 947
5052 2695 568
3789 5749 -441
4444 6263 -848
8216 7090 986
1825 4322 -950
1194 4790 234
5727 214 142
74 603 157
4094 3641 -222
5324 8692 540
3631 56 764
8457 3848 -204
8748 4653 630
4711 5974 407
3644 1101 84
968 3614 -608
748 7594 436
2410 3365 -152
1901 4528 -218
3468 7356 534
6989 1699 916
3551 3791 570
2758 1008 580
1599 4881 981
959 4971 37
2931 4951 -404
6307 2776 854
2686 6626 62
3740 8377 -954
4042 8725 -670
7561 6351 803
2752 2323 110
828 7764 -562
8110 7391 -282
2496 8140 426
6851 4275 897
8369 1043 872
3516 6859 -895
8538 6296 -541
1472 6117 260
3827 7096 647
8613 2508 -268
7107 8302 443
668 4703 -466
7398 4705 -528
5342 4038 948
7620 2905 86
17 532 -378
2538 560 862
1487 3961 775
2306 3352 40
420 7094 -460
5562 6793 -212
1506 5802 -531
7125 4568 450
4111 7106 -459
7001 2651 -335
3334 7760 -252
5033 6580 737
5807 5299 715
175 2618 -344
7703 517 618
2807 7263 -414
100 4254 -594
562 6157 428
1942 7117 618
4430 4580 -979
2924 4592 -159
8581 7618 -151
3158 3188 -326
6133 2228 950
7417 5834 -41
3087 1814 -165
4186 3986 132
259 5663 132
4554 579 224
3696 4425 -721
6143 3084 816
2182 3709 -250
3787 3341 814
6141 8174 400
4485 5197 867
6772 5866 427
2078 2037 -668
4711 1880 -483
1428 1398 559
8407 7529 579
2538 3460 644
2046 2769 760
8630 8127 -944
3918 814 -644
2481 4964 -492
5665 6792 -605
871 8727 358
7963 2101 -369
1803 3518 959
1259 2157 798
4726 7303 244
7564 7921 -15
167 8327 699
2646 14 -60
4764 6605 -797
468 6756 784
4205 3724 974
5707 566 -57
968 8449 -311
1724 5046 -309
926 4641 2
1460 2798 -923
7852 6770 -160
2019 4587 846
5959 7068 -694
4267 5253 -970
2117 4260 -841
3324 6358 696
2058 4767 725
591 4806 758
5124 8561 839
2438 977 -516
4334 5513 847
5283 2727 -474
5168 4161 50
1767 497 4
6012 3003 980
5747 8781 -805
8149 3484 -501
927 5967 -90
2433 6689 -453
3229 7296 366
5143 5578 -422
3686 4605 821
6293 1778 461
5311 1774 548
2444 6287 -774
8329 2819 988
2490 6964 585
8752 3036 -937
7476 7636 671
789 6856 -527
5775 4638 -425
2792 4675 598
1053 1159 -427
6120 4028 119
3762 1130 128
643 1220 -113
5049 5682 -641
124 2111 336
6013 8108 699
4459 1998 211
2323 8619 469
592 2777 -31
4320 184 27
8288 8614 -844
6139 4984 960
