818 2566
755 220 953
379 596 160
519 52 79
99 411 98
180 415 798
88 483 721
146 741 354
626 423 37
254 270 549
262 180 622
423 336 118
64 445 897
775 80 798
21 617 237
577 756 383
187 768 611
667 192 202
445 712 671
216 207 13
210 14 903
657 333 432
62 558 347
15 746 343
815 382 48
359 197 630
376 260 147
472 741 291
290 86 372
121 317 483
321 345 618
607 589 723
279 698 927
249 736 172
596 572 273
40 67 793
741 470 281
563 725 596
88 417 648
378 459 279
342 581 107
212 162 473
739 744 812
340 154 909
89 778 399
275 349 46
279 116 372
770 108 603
536 236 707
783 57 932
531 553 394
814 174 719
474 569 587
68 94 350
201 329 700
794 245 366
392 160 454
258 271 513
534 40 444
563 7 622
768 571 48
481 263 605
325 493 363
539 43 562
289 231 877
796 97 839
177 315 582
767 47 908
399 523 380
420 286 767
75 532 101
464 761 471
329 747 420
101 244 131
749 757 625
30 450 256
116 124 369
21 497 766
26 6 413
175 559 857
658 697 657
468 728 901
430 784 157
468 40 273
480 816 134
342 51 701
767 281 555
174 241 431
218 272 926
581 493 764
755 200 381
40 241 131
718 488 1
152 391 432
213 587 110
788 165 330
299 734 199
683 148 786
537 353 443
795 479 830
597 565 444
287 431 610
350 690 781
509 575 335
267 484 483
270 655 383
182 700 461
349 551 648
690 138 369
712 719 551
201 394 83
487 628 111
617 778 166
507 185 474
421 611 223
304 660 401
42 590 257
168 702 681
808 560 966
80 332 889
110 10 582
788 225 444
519 559 652
400 798 558
795 14 842
32 804 346
549 469 453
634 14 487
392 444 508
448 560 779
747 583 28
281 227 103
812 363 450
709 137 36
631 218 488
609 641 351
454 340 987
342 298 822
181 442 595
25 99 628
815 571 871
772 255 692
815 23 580
298 440 846
420 807 156
731 61 475
757 413 637
726 145 449
42 369 390
57 192 81
272 723 96
143 600 595
3 357 440
700 251 367
723 291 742
440 709 666
586 291 376
4 156 175
703 498 304
644 629 571
660 565 318
738 14 62
581 138 225
793 681 397
733 754 25
95 750 723
479 370 646
605 805 263
122 568 504
447 261 380
356 39 450
169 181 304
332 734 813
66 816 226
189 12 468
89 73 507
322 364 8
446 454 630
428 591 89
261 69 968
621 726 971
227 347 775
277 34 64
249 647 554
686 788 91
419 534 524
71 88 633
50 479 779
236 641 581
202 132 790
50 448 232
606 184 83
226 31 888
477 335 772
275 579 456
207 772 887
118 446 384
343 11 4
270 331 744
675 561 477
96 395 731
701 677 590
136 453 170
735 67 32
691 13 3
595 457 657
186 746 47
774 494 314
696 687 530
688 462 26
413 545 139
698 373 751
756 125 488
635 112 514
9 268 704
218 264 914
720 278 54
733 155 28
2 221 590
552 152 180
541 227 74
760 511 458
713 580 6
459 357 44
723 402 38
251 692 80
382 709 524
690 644 680
433 645 728
731 654 328
218 276 1
16 483 547
682 352 555
306 325 537
694 380 15
675 761 242
