17
832 1742
690 208 416
18 880 141
98 554 909
454 907 972
299 503 644
101 800 213
122 825 330
579 894 611
354 385 67
355 445 107
589 91 173
290 225 758
226 229 577
16 545 528
717 785 457
119 324 186
523 167 1
269 825 163
294 695 412
533 362 93
239 144 267
533 604 588
508 336 859
23 301 195
264 80 400
127 632 199
489 699 55
616 336 888
856 36 854
651 264 897
102 377 596
174 656 547
758 669 193
141 485 147
112 688 394
64 195 366
73 786 699
739 427 983
505 776 224
732 307 262
7 161 765
824 545 21
500 535 988
549 477 890
675 867 683
46 313 971
804 883 121
397 900 31
510 26 717
338 849 118
239 758 308
36 208 854
42 556 35
229 207 806
704 96 111
37 755 906
872 426 734
515 446 784
723 565 162
694 439 3
786 865 467
716 131 492
658 91 205
641 506 158
671 187 107
560 440 578
225 528 120
82 567 875
572 888 812
577 76 400
622 148 215
383 167 119
306 296 584
228 775 665
770 533 740
802 652 26
165 345 95
602 9 480
658 603 920
95 655 95
552 653 997
411 855 232
331 194 246
454 832 500
203 311 954
904 85 216
583 44 756
329 809 598
188 472 66
706 291 869
506 187 449
148 354 688
271 371 676
356 233 145
579 475 640
469 138 930
450 84 453
743 143 167
266 715 499
308 667 611
257 490 148
115 29 912
602 423 432
429 891 935
748 914 206
230 659 855
334 443 800
772 521 270
839 386 112
427 802 819
254 896 104
59 239 944
566 499 635
554 692 624
145 247 546
828 217 7
239 43 868
252 233 947
662 23 288
303 71 715
390 365 247
539 85 760
190 634 741
789 548 933
302 799 425
357 527 767
796 418 978
806 359 878
285 885 14
34 668 148
83 882 989
37 678 22
732 633 996
219 649 344
136 791 834
162 213 875
411 872 498
595 60 207
164 747 799
273 595 250
608 249 874
157 460 44
519 289 324
122 384 323
718 331 77
717 568 813
523 729 440
839 242 515
470 755 572
287 65 58
706 197 843
320 34 810
118 914 519
532 555 258
425 341 486
656 354 227
6 486 681
357 102 263
431 56 253
823 737 358
108 491 815
512 348 372
768 243 911
172 108 542
50 310 138
17 748 621
84 749 329
850 567 739
654 680 688
378 59 337
609 39 572
15 604 534
102 492 812
313 780 719
322 896 875
208 409 930
287 622 874
428 912 995
762 31 583
603 829 794
382 170 374
214 383 434
410 261 607
661 611 567
486 482 7
99 47 611
886 841 727
253 248 859
399 418 226
527 472 807
443 240 49
258 255 423
136 478 545
556 110 793
573 27 620
685 544 851
748 689 968
474 538 617
905 198 986
561 614 484
98 277 732
892 446 485
868 488 887
361 520 69
83 494 771
201 406 24
704 60 988
302 465 952
33 804 432
190 112 130
53 566 120
491 510 969
425 583 406
675 74 66
304 281 483
35 471 312
661 331 437
359 794 252
80 398 36
705 310 500
648 10 15
487 665 180
454 124 235
612 699 466
568 870 502
859 589 475
645 901 471
83 233 549
889 422 253
456 604 478
836 33 440
160 509 523
870 798 654
155 449 803
846 653 89
509 716 214
37 688 45
237 280 392
692 906 938
306 274 79
349 817 994
546 239 310
312 439 110
620 813 418
556 103 533
844 347 434
138 255 278
395 476 226
223 349 419
812 702 506
47 901 744
440 376 11
6 508 925
430 261 553
119 770 371
564 136 95
71 363 18
295 806 379
765 732 50
496 793 829
451 812 40
90 837 891
114 583 942
388 755 285
832 454 223
64 695 240
367 329 887
10 626 706
718 636 82
901 692 932
360 814 992
180 407 496
691 275 78
798 26 871
801 463 884
500 416 102
178 553 10
622 560 812
759 724 97
667 750 193
472 748 21
475 223 801
429 548 549
823 315 131
692 881 143
703 183 136
896 744 716
169 498 404
321 761 58
247 96 914
661 813 5
913 463 680
60 618 833
212 364 373
845 601 12
679 858 72
369 213 263
183 487 689
246 793 957
259 298 412
545 43 768
872 98 730
879 137 905
376 105 623
609 702 442
605 914 920
384 660 777
740 367 883
59 663 728
267 855 295
865 362 34
242 542 888
221 17 323
60 145 294
916 421 842
460 43 407
318 196 712
691 439 769
582 691 246
856 112 731
497 126 192
19 571 331
81 885 240
572 26 831
287 222 180
93 912 378
89 61 433
647 364 531
319 19 31
662 75 13
15 491 41
23 711 597
475 626 617
477 757 664
857 657 613
718 262 670
752 81 401
72 287 281
296 506 56
540 346 603
793 577 201
212 880 958
206 276 846
136 139 83
324 702 41
591 144 648
586 9 404
654 172 475
280 183 430
421 536 69
161 791 741
480 791 267
423 750 108
687 640 172
493 592 796
349 530 661
565 171 805
663 342 31
309 864 512
156 706 48
57 134 304
202 543 401
858 785 707
455 760 158
52 24 842
26 321 976
513 226 364
406 384 844
348 144 145
401 433 207
612 600 246
539 443 316
476 162 303
84 395 873
402 618 830
740 612 186
174 648 968
117 311 672
784 390 489
881 844 820
162 782 198
818 802 120
876 621 536
89 368 740
431 575 912
676 423 69
62 450 833
521 518 497
310 76 444
799 93 710
98 566 494
914 174 634
819 836 22
370 365 485
310 876 491
488 142 686
375 617 251
811 415 433
484 625 783
354 18 325
650 828 677
383 325 286
36 685 226
860 111 330
480 901 208
711 249 420
795 279 796
402 519 576
98 666 405
303 371 520
860 558 948
708 642 778
915 840 499
706 442 36
687 49 157
524 190 900
887 586 524
603 405 131
800 537 112
703 5 209
880 424 158
273 297 902
764 463 308
510 229 526
87 859 1000
22 442 324
261 296 679
127 179 781
224 36 106
793 715 615
141 661 574
343 395 224
856 426 21
307 225 876
654 494 918
380 833 551
697 642 674
790 234 385
427 710 715
192 290 435
104 438 500
68 199 750
826 535 899
238 51 136
486 733 344
122 3 337
651 859 877
654 782 547
447 265 640
103 21 234
893 265 138
395 176 724
227 24 775
644 12 572
453 41 31
265 620 57
282 615 977
637 116 76
541 403 595
56 527 270
786 334 545
733 27 54
636 375 617
258 700 705
488 42 465
594 790 216
684 108 672
685 764 642
766 891 796
563 105 901
887 495 923
48 853 260
672 80 712
382 162 621
460 455 372
593 668 30
852 253 293
794 693 597
210 765 518
100 15 534
255 331 889
212 78 832
811 664 824
425 231 720
341 282 355
749 240 732
222 424 432
92 623 926
68 637 2
85 861 351
463 447 676
25 561 613
837 757 639
125 852 219
768 832 445
170 537 163
790 581 412
580 599 373
485 250 711
170 21 152
401 588 90
454 830 889
629 775 265
663 572 212
594 629 835
108 528 508
275 695 307
911 438 6
467 389 4
439 763 433
785 633 334
249 551 880
51 366 932
81 442 644
854 916 713
508 12 655
904 867 117
903 702 564
612 42 569
842 726 388
213 283 297
198 403 582
702 126 216
90 530 728
266 166 666
559 527 950
422 237 110
27 19 198
831 483 318
722 597 596
477 548 720
503 791 294
182 104 151
423 762 145
305 710 832
911 388 234
738 788 824
212 560 216
373 837 369
406 741 290
602 73 404
852 521 513
36 519 790
550 672 363
788 369 305
401 386 516
639 65 565
892 888 753
688 154 422
820 16 428
854 245 720
915 355 722
823 827 417
645 672 541
815 632 667
247 437 930
209 131 301
624 796 60
715 17 405
704 545 865
423 15 614
178 44 596
589 681 297
48 371 343
775 845 827
420 214 220
20 653 950
576 831 501
651 262 580
350 286 870
584 626 758
95 191 601
72 499 764
488 150 63
790 384 961
800 489 484
323 3 106
814 185 692
650 158 980
249 839 457
416 495 326
554 915 496
159 27 814
462 436 509
792 770 702
632 198 456
496 134 217
43 857 228
527 111 53
190 800 720
6 668 956
251 399 496
301 466 608
130 909 500
62 867 62
721 768 685
491 569 139
629 337 653
796 27 889
61 874 556
121 785 270
462 805 752
329 276 474
252 750 843
328 707 170
128 747 991
768 47 850
139 702 228
881 338 393
252 88 706
829 671 199
868 567 461
603 50 84
66 573 190
320 591 602
853 200 826
18 630 239
337 340 565
704 1 617
573 590 541
236 288 642
60 811 129
448 111 517
192 534 743
274 94 652
834 142 944
178 65 106
470 228 422
390 552 760
322 614 315
685 229 100
161 717 738
89 779 331
652 867 112
312 634 176
846 420 867
827 427 245
288 600 388
29 809 775
527 881 746
339 50 565
1 432 100
281 750 51
544 411 420
501 559 67
322 542 458
887 234 945
682 89 698
407 352 430
56 627 382
257 643 67
236 719 116
689 777 814
531 475 767
402 143 708
328 238 310
26 490 172
739 383 929
705 517 197
668 437 686
93 329 939
837 27 786
617 551 814
164 723 831
615 868 328
254 705 158
622 882 534
10 255 760
344 76 529
463 393 450
204 195 158
100 415 637
479 766 111
505 401 315
369 68 1000
96 526 615
448 713 675
287 640 121
472 820 712
753 352 429
731 238 693
519 251 708
251 541 391
215 650 493
651 320 8
257 320 237
764 636 556
832 72 165
632 645 341
287 582 425
187 305 5
179 453 421
699 389 283
908 147 605
516 688 338
600 714 534
763 736 413
901 605 315
74 719 925
330 605 491
314 355 519
615 529 982
770 537 788
262 853 973
180 293 593
195 506 757
682 534 629
270 813 15
559 912 763
526 625 308
422 826 747
511 271 512
782 156 387
559 647 98
777 352 922
37 316 693
460 341 862
760 62 848
788 363 796
243 21 890
449 607 95
644 620 139
554 516 713
338 379 633
682 172 894
597 308 967
707 355 989
801 331 188
862 92 791
191 806 77
393 879 886
816 632 959
772 101 565
916 889 864
371 255 494
158 861 446
210 249 294
462 618 27
71 401 289
512 260 746
252 833 788
67 625 546
503 849 185
702 256 519
193 662 984
103 590 914
720 636 595
665 559 169
25 388 31
59 807 189
227 409 697
312 792 820
465 841 171
685 853 223
556 558 937
105 533 716
648 17 810
803 719 668
161 228 553
441 256 247
618 225 799
719 843 589
900 768 153
762 249 89
526 789 1000
106 440 645
315 200 735
638 735 574
357 769 84
917 63 270
513 649 150
367 602 160
286 54 278
328 262 804
618 376 192
485 100 937
880 821 677
291 70 10
675 557 34
540 424 247
448 874 134
241 487 791
356 30 787
567 238 861
571 712 13
485 779 255
122 860 528
104 64 152
451 810 150
119 50 319
362 1 276
486 872 776
831 194 145
830 306 933
434 171 587
33 889 181
525 450 235
35 117 507
117 666 104
74 737 591
594 57 289
80 369 516
215 814 550
244 840 432
85 480 844
293 419 459
890 304 467
619 340 199
17 596 887
418 894 546
428 687 384
510 639 613
765 483 129
461 144 653
791 579 732
179 289 612
282 691 643
314 626 598
542 494 282
916 514 298
227 540 96
240 231 758
539 477 248
36 501 827
504 868 593
847 323 908
173 196 165
851 214 5
485 390 26
732 30 16
371 275 119
864 445 224
729 337 33
77 824 618
223 44 418
21 595 556
850 794 170
318 79 495
314 325 717
839 708 325
859 143 991
97 499 390
484 630 318
799 625 789
13 672 272
611 422 211
689 244 989
612 480 920
249 278 869
546 233 724
160 237 773
886 56 937
149 125 292
240 565 27
772 886 735
564 499 77
562 40 263
265 104 556
32 651 648
883 274 780
144 313 627
489 86 418
817 763 843
831 756 651
44 777 932
804 707 717
614 685 246
450 14 665
775 477 682
106 573 507
166 503 954
402 343 703
857 286 890
317 353 304
98 65 122
299 575 956
539 728 234
827 25 871
74 829 28
144 414 855
47 645 268
857 463 45
392 419 715
212 448 886
505 261 745
529 482 278
462 673 49
644 506 375
174 802 65
910 898 860
675 812 614
6 916 41
155 248 459
544 307 570
93 907 831
699 542 796
346 564 869
106 782 981
772 533 675
80 243 688
554 755 713
622 572 91
361 674 484
341 867 375
417 620 458
495 288 155
568 190 363
257 699 129
73 497 29
846 705 35
338 262 980
493 487 51
459 696 961
909 748 975
706 30 571
14 864 778
111 488 786
884 85 527
385 661 468
438 170 223
269 414 275
345 239 42
881 666 440
886 905 525
243 64 317
619 731 405
21 918 91
682 178 250
467 557 469
161 740 596
314 64 535
454 812 841
6 134 753
119 289 868
61 79 729
322 276 940
165 290 729
250 579 736
726 77 797
334 397 679
521 582 483
224 33 582
504 811 438
516 31 645
798 383 209
851 619 331
55 556 697
499 772 99
651 357 517
674 150 902
836 701 389
25 464 118
684 495 306
752 265 996
210 266 685
257 911 950
817 703 397
528 803 914
370 157 820
401 52 490
355 789 92
817 349 118
24 146 731
192 740 339
70 755 645
528 854 602
451 642 398
226 189 961
190 745 505
891 4 458
130 388 841
376 524 827
479 50 383
834 481 997
572 685 939
664 276 351
807 646 12
500 340 935
603 470 609
51 321 763
97 511 552
348 707 263
238 656 913
814 888 924
736 168 999
676 398 731
62 588 740
449 359 967
734 895 495
536 309 737
593 623 178
74 422 845
867 336 496
261 662 172
107 371 213
72 307 3
672 612 275
480 406 379
877 76 582
392 348 7
409 79 593
534 334 412
6 53 171
690 739 40
562 551 307
431 803 329
610 570 581
176 547 27
102 244 85
602 322 538
79 124 692
164 272 569
382 695 18
218 595 445
101 148 251
49 859 405
28 348 452
489 180 132
518 119 188
785 706 39
35 576 34
402 745 511
436 294 943
276 537 751
137 751 496
792 310 640
302 85 455
552 141 380
829 771 375
358 237 700
313 175 877
57 620 983
476 279 886
891 1641
671 461 146
273 348 853
466 82 885
362 711 156
25 493 718
174 254 676
336 580 758
436 488 688
766 510 293
655 256 57
598 66 563
40 403 133
290 354 272
4 607 322
46 669 892
363 272 817
154 819 787
582 365 53
635 418 846
819 539 302
739 692 422
106 465 677
361 666 851
755 258 806
105 43 524
466 425 247
304 290 315
793 432 971
16 404 140
49 231 366
586 281 557
843 835 185
889 767 812
757 851 82
389 154 835
659 874 567
18 583 499
379 679 403
73 155 861
817 203 980
490 101 50
31 38 604
336 561 68
97 344 120
679 547 822
537 401 584
256 583 937
731 520 799
532 627 146
134 30 115
480 458 796
779 220 304
666 508 745
556 492 808
85 648 666
641 157 335
281 180 571
606 508 100
769 95 460
93 247 716
221 292 632
58 423 73
651 786 311
31 525 227
674 288 279
883 117 286
125 649 236
398 812 643
669 191 832
279 552 633
261 121 942
616 189 787
698 91 74
421 277 1
659 112 991
145 351 674
592 812 710
294 685 82
577 425 865
884 417 115
655 710 775
657 396 997
377 228 123
440 435 369
624 498 691
359 804 16
88 265 247
600 592 473
755 339 348
18 233 548
389 553 321
839 53 717
626 423 96
763 814 836
826 754 84
734 372 301
784 356 269
328 230 334
370 230 965
135 39 560
268 56 706
630 132 482
429 42 192
554 682 377
770 54 839
85 344 996
778 582 286
350 567 822
222 292 262
309 689 621
766 245 489
502 641 350
333 331 88
22 657 310
562 549 891
589 260 839
827 82 654
443 734 369
578 633 986
721 320 858
143 332 578
352 873 139
292 718 605
743 453 300
401 94 36
890 438 746
525 873 735
193 289 884
69 513 918
252 614 836
886 539 217
628 572 260
464 272 357
124 728 932
427 290 612
736 599 189
228 202 103
680 449 185
224 173 36
685 470 589
102 209 741
124 346 609
760 224 756
167 606 576
760 223 338
60 188 743
625 379 95
760 611 172
628 578 996
773 71 279
799 120 487
307 106 19
838 712 513
537 614 883
202 557 783
815 406 561
229 431 477
735 342 730
454 552 225
482 144 141
752 885 388
206 307 299
314 366 949
499 241 966
608 510 757
61 732 243
130 367 217
242 264 805
774 647 363
544 701 842
641 225 197
254 562 430
626 111 34
372 202 145
345 416 707
788 206 244
112 641 885
776 288 465
797 148 111
192 416 214
543 443 251
90 656 46
306 642 338
352 530 473
60 20 477
216 185 550
318 541 443
348 506 680
5 506 1
889 266 656
610 395 890
177 681 230
49 612 948
447 360 915
96 564 921
759 394 441
86 762 90
153 538 246
813 294 427
695 236 353
66 175 620
241 400 144
377 814 666
213 227 174
322 378 953
761 821 862
149 745 271
407 400 699
42 773 39
171 623 438
105 121 90
92 884 534
481 864 485
478 474 378
28 799 454
103 23 297
398 298 265
370 292 225
276 676 866
285 654 418
741 64 328
286 241 590
734 507 779
174 771 507
460 847 663
796 658 389
530 238 475
603 327 929
57 566 764
378 435 794
364 718 929
361 495 613
625 498 228
253 705 750
185 761 526
794 163 522
506 355 599
299 534 132
458 12 497
62 222 285
445 578 88
836 633 263
57 558 644
373 847 871
286 410 479
121 30 915
738 281 547
475 579 290
99 851 396
301 730 531
831 725 451
701 333 632
410 90 223
58 297 68
669 580 276
397 659 121
310 495 644
386 659 431
37 236 827
239 119 993
466 590 90
850 225 575
369 616 127
123 862 722
738 228 169
141 326 406
206 677 245
583 121 613
69 113 351
333 346 131
11 705 601
689 410 767
831 158 849
608 600 257
764 880 656
398 321 901
503 67 275
268 692 779
209 126 391
139 539 904
591 583 271
212 39 542
266 418 999
765 234 756
873 500 933
689 528 400
508 34 178
604 742 644
875 267 721
381 540 613
532 280 113
592 746 73
166 627 263
295 822 140
710 587 841
812 452 432
565 145 458
148 6 925
756 775 315
323 619 617
289 295 508
661 427 564
41 322 610
709 394 181
522 812 921
777 728 996
179 793 881
440 315 579
195 255 989
347 699 484
75 663 553
173 360 429
654 602 214
203 615 470
406 93 228
628 453 366
319 761 630
738 606 210
11 391 455
304 837 148
365 507 156
624 204 517
309 150 212
721 414 577
145 86 359
888 578 564
574 629 727
479 447 804
409 479 315
692 330 858
789 828 308
621 393 144
794 670 144
244 612 273
224 803 71
554 138 354
383 674 657
74 460 565
610 716 219
404 718 722
610 261 824
26 230 950
659 670 838
39 385 196
819 115 213
21 673 268
848 764 141
728 428 888
45 27 300
465 205 23
168 373 419
647 10 58
629 726 934
278 164 594
478 556 924
886 498 983
297 110 901
144 461 293
413 748 522
480 575 914
128 39 284
392 110 398
314 533 600
726 328 25
681 93 98
880 444 264
330 175 250
12 442 710
486 369 721
402 494 271
299 273 464
813 370 84
644 2 726
240 205 352
727 340 712
772 768 566
300 404 340
747 310 296
842 61 166
412 489 201
394 540 82
441 219 773
737 347 632
293 372 796
681 145 272
252 847 729
131 374 680
99 345 436
163 199 436
710 708 364
880 56 123
555 271 127
20 456 330
441 376 600
287 405 796
209 321 481
150 4 514
28 231 791
589 190 337
59 668 492
732 845 341
237 582 81
158 424 494
334 305 348
742 582 547
440 251 335
809 718 991
198 126 249
194 429 436
558 269 348
238 640 609
378 354 890
665 297 418
243 263 162
345 432 465
358 806 737
380 213 617
275 765 708
801 76 175
509 835 203
716 50 241
520 539 825
501 209 383
648 515 505
433 720 668
95 563 370
697 868 804
757 740 120
647 83 997
192 455 154
470 123 667
274 247 914
172 828 754
473 390 147
140 541 651
770 114 412
731 120 782
272 621 193
119 583 453
870 398 43
810 869 443
811 286 288
879 501 827
215 214 650
83 659 547
227 540 991
762 87 831
173 818 728
270 485 993
442 492 92
48 404 17
453 1 509
436 412 65
205 427 825
297 214 892
122 9 869
688 312 120
870 17 935
494 248 450
463 882 31
349 529 29
701 85 435
370 750 502
126 862 332
772 669 503
405 357 954
632 741 662
4 40 572
264 243 810
406 506 157
105 754 265
68 614 927
739 765 814
782 26 651
457 539 641
552 509 519
726 840 145
675 342 97
501 823 620
744 734 188
422 4 221
136 796 380
272 171 817
277 185 987
523 412 404
474 15 772
576 159 638
665 836 962
651 507 28
413 625 964
117 277 43
736 38 384
415 249 879
715 90 697
406 184 582
584 838 624
452 534 385
814 280 978
732 829 714
257 132 323
423 484 350
466 613 711
716 255 475
220 498 931
543 334 254
584 394 949
595 593 97
689 196 692
680 71 622
349 814 628
65 37 320
413 227 752
308 592 609
450 176 42
721 174 157
644 87 417
888 860 398
674 121 620
521 708 452
755 788 342
844 208 412
677 158 877
500 581 737
588 603 105
504 278 887
392 253 175
551 841 876
501 676 84
61 634 71
123 224 778
476 809 104
885 397 447
163 526 738
539 554 734
570 580 270
483 744 997
588 127 937
816 364 697
351 857 495
471 237 179
638 167 43
135 591 981
534 479 893
100 379 680
779 223 654
709 215 815
457 5 754
691 574 307
127 860 428
845 769 709
374 880 278
615 196 168
492 74 715
186 232 658
347 323 68
606 795 769
159 624 616
402 529 414
610 183 986
395 417 653
585 766 211
113 102 394
181 509 107
327 683 316
773 415 432
9 203 594
141 293 47
558 105 400
563 429 820
606 510 422
50 98 891
366 447 43
558 153 678
560 484 488
283 221 369
25 16 967
44 20 491
771 13 650
28 106 365
219 353 515
417 447 821
290 34 57
533 769 555
90 725 208
226 319 143
805 499 52
562 328 76
160 309 332
205 851 856
500 599 268
506 779 352
163 851 336
394 331 227
386 846 712
377 159 359
171 673 509
834 544 531
93 391 147
399 444 974
33 572 26
472 793 901
388 207 900
249 154 656
749 844 503
560 468 249
145 663 494
636 219 880
640 128 531
756 357 368
630 270 668
674 254 962
74 825 40
556 755 779
199 513 119
517 166 125
643 756 607
871 791 763
41 466 78
2 62 691
311 891 294
534 163 782
775 442 86
784 453 567
714 475 316
79 366 749
579 286 994
460 176 136
307 790 699
191 99 17
53 186 186
666 180 873
413 305 64
731 800 476
359 410 677
710 575 716
449 792 132
871 251 30
668 689 818
842 720 57
153 28 455
521 275 980
780 685 818
474 599 499
840 74 865
594 663 684
677 843 713
295 868 600
680 585 96
628 186 993
285 847 861
722 795 184
262 581 493
93 843 834
753 335 387
315 534 541
887 646 650
153 517 146
319 355 308
219 655 67
76 35 873
465 78 139
391 785 189
630 824 85
75 443 467
109 284 354
621 58 179
114 313 835
496 78 425
381 835 54
326 117 667
490 412 470
207 304 665
329 243 762
125 260 497
878 819 602
737 813 285
144 102 507
721 233 374
116 131 275
465 193 693
336 804 562
500 363 865
708 334 722
734 767 171
484 556 962
392 852 857
179 224 278
766 684 857
463 637 645
194 704 100
129 176 112
217 880 243
524 752 63
554 650 944
137 511 972
561 679 146
641 396 95
712 259 181
265 739 706
883 626 174
302 648 322
41 389 491
713 319 359
292 192 936
597 316 660
628 767 188
861 249 104
328 761 931
137 418 818
107 24 465
797 489 993
776 539 35
623 415 345
564 807 369
624 534 588
350 416 133
215 193 249
775 359 505
349 401 343
889 593 471
741 102 932
843 87 755
523 674 57
664 83 794
373 871 539
554 804 358
204 66 890
497 439 129
57 795 710
344 507 704
323 584 681
670 514 944
479 874 112
845 229 275
255 181 747
213 654 963
421 277 145
367 61 876
268 693 532
819 803 231
709 416 500
21 269 791
371 537 628
644 788 485
858 254 513
240 465 101
317 487 988
470 448 873
375 495 419
543 455 917
360 579 613
867 700 489
615 806 539
639 592 514
147 420 977
10 747 3
388 765 998
550 75 785
837 789 487
272 263 775
267 63 45
6 368 766
353 683 470
348 527 499
73 542 482
515 621 989
393 197 168
345 705 671
764 392 175
261 506 719
624 97 67
785 873 308
402 35 346
523 458 906
882 301 820
240 341 49
814 388 273
375 162 479
299 455 143
217 828 855
834 67 539
424 104 536
754 153 779
375 97 574
67 133 325
29 878 653
680 577 459
599 596 362
423 26 303
511 890 334
119 174 62
95 883 590
783 3 231
3 518 794
131 858 393
658 559 586
519 125 864
103 338 547
601 365 932
547 829 598
815 537 686
286 455 760
458 571 495
824 679 427
550 769 560
81 581 93
391 173 872
817 42 838
619 379 517
404 557 159
550 818 553
267 882 224
342 242 10
753 598 693
245 210 388
644 270 241
630 683 159
33 471 173
387 64 372
431 16 836
431 874 347
760 812 128
629 454 150
600 26 430
370 22 756
334 486 780
221 395 158
355 334 469
617 842 201
21 15 63
274 544 399
568 859 595
421 660 163
327 131 361
350 837 303
575 68 985
159 808 356
261 758 916
413 758 915
432 582 260
507 359 346
867 758 7
405 434 172
220 782 930
259 263 211
740 574 500
886 41 261
794 253 766
85 529 117
139 43 447
147 772 380
233 693 297
92 167 905
446 829 607
120 719 153
636 829 977
89 121 18
163 351 42
260 437 611
578 503 593
454 680 863
124 368 328
3 867 158
500 702 617
271 708 464
40 492 503
431 142 635
9 178 895
38 773 851
708 160 823
131 118 756
834 474 86
682 46 470
841 803 414
834 414 20
480 218 70
848 613 251
641 677 440
800 165 111
167 600 969
608 490 591
201 864 689
236 646 473
383 641 647
781 347 129
711 311 413
139 125 651
534 717 942
480 367 584
127 666 402
361 7 82
131 238 312
794 654 857
799 662 728
44 828 960
412 716 617
656 178 773
675 236 399
237 787 83
324 870 346
321 185 147
288 245 635
638 345 180
434 160 113
627 56 699
271 10 358
813 385 597
502 238 803
196 272 705
301 600 780
115 415 131
602 581 55
65 883 244
283 119 524
492 629 160
566 889 525
342 403 484
830 245 702
49 377 398
417 541 926
101 709 118
135 333 570
342 555 524
376 568 863
353 876 592
324 550 824
103 841 608
730 379 328
723 159 502
393 723 925
105 167 137
513 44 509
169 120 903
37 822 917
138 814 485
264 156 366
861 308 955
451 879 685
142 91 726
448 163 562
158 693 13
202 728 563
76 303 255
687 153 265
632 467 251
787 868 161
676 113 919
221 457 46
180 202 440
95 208 775
851 743 13
346 688 522
845 445 812
370 609 428
842 342 415
761 96 149
804 294 539
381 338 94
660 356 966
616 100 954
339 756 746
182 574 812
588 750 988
346 650 107
475 386 239
296 336 908
168 765 202
216 526 486
479 462 163
272 547 356
126 232 556
613 521 999
157 182 73
524 796 809
703 625 273
164 747 700
184 589 763
328 8 61
397 28 493
532 545 350
589 438 247
185 681 287
406 65 619
809 603 158
606 284 13
831 181 197
724 621 894
87 588 324
433 106 194
289 159 339
339 224 439
232 527 205
402 563 166
342 216 553
666 52 702
33 742 938
891 852 1000
507 432 368
98 64 959
192 888 614
683 769 416
333 124 945
492 365 538
880 532 254
109 809 156
457 398 89
770 657 20
38 562 614
697 346 51
596 361 7
509 586 160
67 45 635
298 254 137
141 40 784
680 794 368
503 285 460
143 407 426
762 401 697
407 26 915
232 64 548
572 193 110
846 699 820
480 197 470
571 826 287
293 722 772
21 74 885
73 832 536
69 802 469
640 730 773
750 157 725
457 858 778
407 882 363
535 32 589
676 544 412
786 760 636
787 519 594
649 532 883
319 348 420
636 398 187
68 254 952
48 549 436
51 189 222
551 723 689
393 101 314
592 256 63
228 270 152
64 830 670
823 865 364
854 848 711
23 592 368
797 759 245
113 485 29
764 507 357
884 674 860
208 224 723
560 433 960
620 438 612
735 129 196
418 328 608
312 798 846
798 138 758
801 478 32
387 576 553
661 223 262
169 692 569
256 553 475
829 8 497
306 115 84
583 164 609
440 166 16
653 763 427
277 366 91
140 63 826
775 796 660
111 877 94
804 295 760
322 749 640
642 406 368
788 390 850
116 541 18
42 316 422
774 788 816
481 563 955
217 813 292
757 301 862
400 554 737
104 258 609
598 593 829
876 189 707
496 577 806
575 668 588
561 832 251
650 612 724
607 29 251
698 440 772
381 378 458
411 183 849
473 667 801
169 303 598
626 567 746
26 10 690
299 600 510
792 350 180
396 432 668
315 422 255
855 614 930
127 212 255
62 32 313
213 265 246
227 448 91
132 877 161
261 63 363
245 80 757
453 239 818
702 541 378
535 502 544
818 107 485
113 166 18
815 493 162
320 198 866
479 515 970
138 109 428
839 138 353
140 676 273
629 825 384
337 424 742
131 679 279
120 27 224
663 526 274
297 838 67
777 523 806
260 623 338
770 817 609
763 790 808
798 171 245
628 187 962
850 450 977
555 321 945
355 120 53
86 249 377
624 342 874
347 79 347
762 72 787
721 417 642
418 873 916
366 836 171
127 102 577
263 273 319
218 649 653
649 575 643
168 324 8
5 502 906
95 619 923
464 196 6
300 490 975
623 106 945
539 35 679
331 671 598
250 267 814
818 390 585
183 405 994
718 267 350
566 57 636
130 192 40
678 23 656
618 805 897
666 746 19
164 33 411
161 171 921
270 863 112
361 204 545
576 840 132
156 711 65
106 504 180
642 371 23
27 254 160
761 621 544
638 589 365
775 90 896
340 522 477
451 212 643
600 782 658
801 99 977
628 192 632
17 844 33
833 76 800
520 281 35
694 158 322
15 848 528
401 697 33
796 390 44
405 156 839
387 753 705
478 296 885
392 877 867
772 89 808
828 41 708
846 311 703
347 695 735
580 551 584
612 147 23
773 193 504
348 883 460
43 575 338
323 169 875
107 230 440
603 701 539
76 352 269
69 569 233
808 320 366
42 774 393
708 268 571
784 422 751
337 508 271
835 44 520
826 821 459
776 333 969
490 70 305
125 558 520
414 440 131
707 842 380
652 375 240
525 180 955
827 524 883
673 346 657
230 353 394
261 3 269
496 203 285
120 15 913
170 650 781
24 331 548
449 702 721
417 186 296
183 15 53
418 611 409
650 705 117
524 162 140
126 188 588
328 772 85
518 47 621
281 499 200
385 545 55
540 102 65
598 189 59
317 193 68
311 685 48
319 641 217
136 848 199
730 723 585
76 196 904
651 50 604
387 541 770
828 712 867
382 443 564
146 42 661
310 325 627
865 451 734
26 192 70
665 616 418
20 133 159
413 325 355
366 459 11
599 613 449
433 523 18
876 804 622
310 815 625
25 238 243
184 375 128
86 628 376
517 254 468
296 439 268
733 214 505
499 695 467
387 209 664
225 859 378
709 747 440
739 206 310
76 532 149
761 739 159
283 73 396
680 525 356
699 758 451
296 134 837
391 213 939
259 610 986
488 547 720
251 478 433
386 349 899
330 631 329
33 778 87
8 310 960
395 864 68
334 219 503
663 62 299
360 94 179
152 602 877
517 563 981
