19
850 955
480 265 168
778 25 469
169 452 -32
227 664 -216
163 418 -580
122 180 -787
487 663 797
415 251 -372
625 520 -374
239 687 -707
281 415 240
203 166 -375
280 67 156
639 44 308
418 46 -876
264 386 -484
81 569 -13
526 240 952
532 494 329
453 131 -244
643 151 -807
18 116 483
340 571 -47
203 654 -190
466 547 -12
746 457 -836
22 799 -915
698 474 869
492 4 -805
140 374 -776
410 248 -683
359 638 473
510 601 -591
21 35 262
91 254 997
495 548 -145
273 224 412
212 713 369
287 373 -58
678 660 -67
790 494 644
190 483 773
304 77 -853
285 235 -505
116 416 -72
804 631 496
727 811 -224
163 82 -610
481 607 928
379 332 846
714 69 531
754 7 894
24 234 473
673 306 -16
589 520 -419
576 8 -582
260 125 -629
654 249 -889
304 55 -207
388 132 -117
231 6 -392
187 318 -545
639 627 805
107 726 224
480 537 -596
6 194 -930
523 566 -674
200 514 -343
219 730 445
513 376 -538
397 790 -93
134 328 -857
316 18 -496
702 246 615
818 640 559
769 374 -171
613 292 370
381 731 68
659 352 -690
230 89 -674
387 767 -834
820 387 -601
485 46 -213
51 384 -771
801 440 -986
164 186 -561
465 592 782
647 663 -182
728 765 -125
720 780 -472
139 548 -882
79 414 328
203 285 116
697 578 200
114 482 -674
52 88 818
222 262 -973
585 373 77
546 706 566
777 178 697
520 199 -111
701 186 -511
739 378 -375
130 241 -838
174 531 -949
391 797 163
33 786 -415
300 433 -877
244 676 560
452 590 -321
703 724 797
456 34 60
345 412 -359
325 776 -486
588 751 -527
529 326 -286
676 59 -826
144 322 -748
335 689 -294
377 582 586
343 188 -205
485 166 963
650 432 100
786 815 -417
417 76 -954
453 344 -955
77 283 36
334 176 -177
757 657 -10
706 477 104
516 68 737
534 211 -921
3 78 86
460 564 -157
776 790 55
614 542 -833
300 245 -25
626 204 677
781 770 -603
503 383 -703
398 279 -845
551 181 -46
667 717 -519
713 597 96
469 697 -325
115 597 752
85 749 930
738 687 -958
129 360 -324
657 90 -107
346 155 95
511 274 974
380 665 -33
516 444 -900
191 544 834
7 413 -500
258 617 32
153 99 194
564 126 -979
700 117 635
642 717 -821
299 831 -362
20 359 -125
62 430 84
401 545 383
551 443 988
124 48 376
577 691 -467
582 655 -132
50 144 -698
282 50 350
203 722 418
615 485 -59
120 496 -506
219 85 -549
543 586 336
781 329 -513
313 65 436
213 561 129
485 375 -3
498 347 -541
684 745 -758
644 330 785
655 381 -138
595 34 984
775 85 759
193 18 128
362 357 86
616 733 919
121 833 979
42 336 172
680 779 710
166 243 -933
175 84 497
688 594 -271
695 742 -507
97 639 -299
831 498 347
481 72 -599
161 503 -455
383 353 660
600 26 -921
87 188 -668
206 433 510
277 16 583
559 426 -204
271 81 347
832 130 -74
179 781 189
602 57 342
311 667 241
276 107 828
150 809 349
164 270 869
271 741 -727
309 606 -576
84 439 623
109 643 -560
558 256 -641
724 90 -443
795 408 856
767 557 -52
693 624 -128
394 61 -985
472 100 792
607 649 204
657 333 -947
828 458 406
204 394 381
471 366 -695
278 143 358
432 695 574
443 328 -591
128 267 -264
831 833 -600
2 392 -489
154 383 977
456 232 32
411 715 -732
703 122 897
514 821 7
787 748 486
199 827 -251
59 433 848
517 578 -214
373 627 -474
721 279 136
70 381 -393
233 714 -304
44 549 355
46 137 -527
672 741 -34
711 619 -926
751 375 -545
113 762 476
393 107 958
184 109 13
188 416 -968
123 304 531
826 382 -203
8 172 348
725 619 -793
378 179 535
532 817 293
68 426 -112
802 443 -593
525 446 -782
138 66 371
56 80 -880
356 622 695
232 43 -506
605 425 -913
467 158 -737
667 709 100
171 564 -468
92 685 157
582 535 494
358 677 -121
102 649 460
21 121 309
12 393 -245
416 805 762
270 279 -207
627 19 -542
475 743 245
205 417 987
164 88 -375
349 714 734
618 502 161
101 118 826
653 180 -335
809 214 301
798 343 -412
258 332 54
606 752 -270
60 734 -656
750 727 300
487 381 976
241 353 -833
227 828 -810
703 327 -433
569 819 -281
461 259 822
11 319 -194
117 456 -319
514 566 -290
502 736 -957
186 281 764
535 63 715
9 184 -787
19 239 883
229 801 989
571 613 934
778 241 879
172 495 -558
357 11 981
796 334 797
160 605 -25
344 609 -169
620 429 205
377 297 430
792 178 932
519 398 -335
428 184 -167
475 620 373
530 797 661
749 353 -725
711 70 111
243 228 -74
202 381 676
692 74 -117
98 473 -999
21 761 989
560 321 -212
676 386 -34
359 217 -255
3 257 -550
803 451 -891
669 218 855
718 765 -508
742 256 168
821 267 -407
196 108 -137
821 591 432
173 345 608
616 365 399
810 67 -898
389 804 746
12 217 547
122 824 259
633 805 -828
715 587 764
683 558 -511
261 69 991
389 370 -356
523 67 25
822 411 82
183 682 -865
523 490 677
795 526 -424
221 370 112
229 530 743
275 8 -448
783 408 -957
476 154 -242
578 676 59
699 639 -237
55 306 937
136 336 268
676 399 -293
181 252 -900
392 511 442
421 765 953
673 340 587
480 3 521
27 475 -608
612 616 -764
692 661 -792
800 793 34
468 54 504
791 81 -332
433 103 146
38 26 -322
430 723 894
457 68 299
775 218 -115
189 539 -268
233 207 376
229 804 -728
331 587 -889
831 289 -38
716 302 -943
531 232 -137
70 66 889
469 781 -80
506 240 -620
393 662 316
611 233 451
714 674 419
250 771 -248
429 205 -17
82 457 418
472 99 404
665 723 884
257 651 214
519 102 -947
338 478 -900
235 709 552
435 483 583
706 456 248
200 799 -674
685 537 578
296 188 917
231 786 20
80 189 -758
163 825 568
687 525 849
32 62 -271
607 11 -918
571 813 464
190 497 803
18 232 -678
628 636 -559
608 389 -472
156 463 809
589 812 880
469 255 686
494 728 -290
176 450 -409
308 525 -28
80 443 -93
734 605 822
301 327 422
803 619 -383
166 748 -969
297 636 -409
165 709 72
208 570 -287
803 32 680
142 794 -632
271 797 -541
759 825 657
83 563 968
244 292 316
368 416 333
398 564 67
702 638 367
698 722 -303
32 791 304
122 381 -161
685 676 -196
645 548 275
763 709 211
549 3 81
739 403 -212
833 531 -277
67 256 -448
733 434 59
659 340 805
4 363 -787
543 241 -388
463 87 -57
592 277 360
50 569 148
53 166 687
808 785 -521
678 692 520
495 193 798
228 722 -142
409 156 -662
810 793 -499
107 118 28
23 572 -803
286 675 -140
20 293 178
197 58 98
93 478 -43
288 307 585
353 434 435
165 470 -976
581 684 -643
483 797 -217
213 43 376
51 220 -797
695 703 578
674 442 983
153 679 344
90 134 -275
276 492 359
725 34 819
423 353 -363
633 499 -694
2 716 -888
329 237 414
112 759 104
562 659 908
407 93 -102
371 813 583
387 279 -405
742 32 820
20 333 -639
56 363 117
75 90 -162
330 393 468
465 753 209
524 583 -872
792 35 818
210 313 440
608 98 289
254 268 710
356 40 -307
333 783 916
194 257 -676
613 467 -502
293 757 342
232 660 -401
386 507 76
586 378 845
122 535 302
66 744 647
235 515 -55
815 662 -555
672 93 837
713 105 239
765 823 863
418 569 -787
51 673 -426
349 782 96
733 247 -487
141 806 833
453 592 620
356 205 480
602 278 -324
735 581 -897
280 504 -742
375 703 -100
541 804 880
325 104 805
787 515 -803
147 669 308
560 608 887
227 735 -112
529 232 870
355 44 -105
786 262 245
411 262 -265
412 509 -594
497 727 862
416 138 845
106 275 382
300 290 -84
390 485 801
583 429 -743
292 550 185
559 612 -956
804 294 323
185 423 860
74 760 -546
1 371 354
526 647 373
701 697 -118
188 278 317
798 273 -456
249 555 -676
532 33 -700
823 378 705
259 364 -686
781 457 -723
729 10 -975
799 673 -668
622 312 -921
572 491 365
438 377 -678
110 615 -449
407 95 113
167 642 304
528 808 -246
708 831 819
280 809 66
229 274 124
318 380 -990
189 62 535
175 361 -605
94 90 536
306 476 986
208 509 -531
603 478 952
191 568 863
85 156 -837
296 239 401
653 456 -554
133 794 -348
527 807 970
732 283 -428
231 662 282
413 125 694
599 209 590
346 824 -665
826 189 -295
95 667 955
575 205 90
25 282 999
742 471 784
397 441 726
659 455 623
146 445 -262
12 13 461
778 496 -943
414 15 496
114 151 928
682 104 -789
632 442 477
9 336 -905
734 230 474
37 478 104
308 261 169
509 291 -941
67 300 666
203 299 -20
451 111 22
505 504 611
550 747 709
155 788 -879
769 539 714
816 462 720
714 581 -767
765 182 -398
390 18 993
214 176 196
673 504 -208
779 741 -260
228 547 -11
296 9 464
224 303 738
25 424 753
625 453 271
711 60 727
16 372 215
310 504 -805
766 377 -654
816 158 152
56 497 202
390 526 -985
84 28 -403
361 539 748
137 166 -332
230 242 929
229 601 459
188 636 -353
636 598 -83
256 270 -542
177 640 -610
65 223 -33
560 769 -542
456 600 214
129 616 -967
20 811 867
238 275 34
99 403 -266
506 518 145
357 689 320
634 485 -418
215 407 720
494 235 777
198 587 -24
35 828 -495
374 52 -618
113 12 756
439 459 404
613 249 988
587 494 126
674 599 871
741 769 -420
491 77 751
314 215 844
31 192 -194
53 740 484
761 390 291
313 585 -888
572 15 632
248 439 391
712 115 829
191 541 524
392 62 438
570 608 -297
354 223 -848
79 261 597
189 814 449
76 163 -849
143 373 667
576 805 942
501 427 -468
29 347 859
770 240 848
586 523 -612
682 775 722
429 146 189
482 731 -53
597 268 918
476 233 14
127 175 -177
405 442 329
509 496 721
298 600 -597
107 407 -48
364 304 615
780 414 912
262 303 -309
542 778 -401
779 94 -702
218 452 -287
292 513 -486
520 734 616
790 12 -500
766 80 -299
800 799 654
442 701 -907
231 49 -115
607 782 7
48 672 566
830 71 -854
84 651 -493
30 550 -289
747 593 655
166 15 -341
571 736 517
120 259 -487
344 760 503
162 14 232
516 191 -906
307 483 573
21 712 -995
613 181 -203
477 73 -579
202 394 -720
709 451 -470
659 532 -525
570 599 -264
29 283 460
21 546 -910
38 184 -635
806 289 -723
365 100 351
17 618 -207
165 779 163
28 555 901
676 634 -949
462 271 344
310 377 -400
240 714 744
186 537 206
741 119 -447
28 293 701
715 637 985
604 68 -689
149 640 857
811 462 667
278 787 -132
710 391 942
827 633 -890
803 776 -842
715 90 -796
167 346 -307
661 635 473
133 309 -175
803 230 186
767 350 -555
40 1 -140
902 844
103 728 -822
186 769 954
610 901 32
449 832 -270
483 779 347
590 249 39
4 290 -617
548 860 -963
128 784 -983
855 134 678
560 110 -380
308 172 -913
755 717 756
3 177 233
387 94 -317
303 831 -565
507 287 629
801 351 -945
806 594 891
40 94 -610
712 136 271
65 902 -509
548 347 -450
320 647 -937
111 144 -732
481 462 465
275 445 -607
797 70 -529
148 383 65
263 270 -900
174 900 300
252 257 15
274 765 644
856 227 -449
580 629 372
846 883 699
105 312 346
422 511 657
352 490 -147
881 249 162
463 520 -358
517 532 -652
144 165 57
629 463 590
375 479 -687
11 7 -479
320 194 -796
454 669 926
63 83 522
861 12 -215
70 564 362
39 845 -582
169 475 716
246 368 -825
855 901 -497
231 469 682
808 129 -396
692 139 -953
474 16 -496
578 30 -795
779 342 -401
353 829 -820
217 393 409
392 101 202
293 388 140
103 92 -74
52 516 -777
528 845 579
689 722 -620
510 496 248
210 76 912
424 563 606
852 192 -756
688 111 948
582 805 -750
451 355 -974
134 438 53
846 9 -537
648 358 238
798 435 690
900 558 -533
171 43 -879
542 504 -346
314 448 -124
488 663 -194
334 231 267
857 765 294
476 690 384
46 466 -869
433 227 362
174 548 -487
590 464 -707
610 822 180
85 746 -323
473 592 -419
509 164 995
807 41 851
412 504 861
68 188 955
161 638 -985
876 638 544
568 252 -669
227 305 492
468 648 297
694 247 -148
201 186 -74
357 293 -279
376 156 -449
756 722 -416
355 566 84
249 132 486
771 280 -976
304 751 441
772 566 405
825 419 157
449 274 -478
115 523 910
867 601 -515
544 700 -642
782 427 -806
358 482 -352
222 551 -134
884 791 187
370 601 -242
237 620 -941
672 596 -62
87 68 726
16 650 605
645 241 -353
101 799 -388
411 745 -174
603 416 669
513 841 -88
323 789 -307
370 272 926
268 768 465
241 600 -925
899 242 -257
653 508 -795
187 300 -101
663 620 77
901 411 495
686 898 -106
508 282 373
610 803 -208
390 814 977
540 635 197
183 130 -632
73 17 392
832 823 -153
655 666 462
411 592 -673
446 644 -277
644 213 -75
267 19 -406
319 264 109
398 646 -85
347 757 365
876 542 698
253 620 812
396 169 926
182 681 739
98 605 138
201 601 -620
49 491 762
484 219 -506
845 701 236
172 30 467
489 615 -800
666 740 811
28 321 -723
396 54 -79
318 810 -840
425 191 639
11 881 -763
584 282 -137
141 130 -375
788 285 -805
576 784 429
106 200 108
665 747 127
59 261 623
901 195 -974
737 556 -962
192 186 -2
253 844 708
584 314 445
608 710 -113
500 700 624
665 141 179
83 412 232
534 458 -434
593 101 764
564 56 891
313 695 996
29 380 444
720 544 612
883 305 -554
139 575 -744
760 724 496
694 884 -769
724 9 -900
452 553 187
63 545 418
726 846 -324
124 556 681
286 419 -341
610 329 -279
70 691 205
901 135 883
436 185 445
361 163 119
578 873 -965
298 790 -163
17 172 -198
294 189 965
141 646 595
119 848 10
776 658 57
360 603 310
762 837 273
291 327 767
712 600 273
504 286 402
617 305 -836
446 307 784
481 235 864
129 191 -597
147 901 886
819 816 -720
767 747 -374
363 714 1
661 322 2
59 564 453
373 37 -158
168 614 757
638 687 734
136 223 -588
662 476 50
527 694 -143
264 801 335
79 367 -865
427 58 231
39 118 -264
410 820 -301
48 635 -926
305 386 -522
186 146 -746
391 390 38
644 42 -9
781 292 -136
795 810 -760
766 550 -861
641 893 -430
306 802 -891
41 753 485
853 155 641
99 276 576
410 651 158
490 398 -342
83 122 -403
371 284 562
499 849 -909
177 871 -591
797 235 386
633 661 -683
289 117 -257
791 411 -219
34 358 -469
161 165 -251
133 529 910
798 703 -991
294 143 -912
73 89 -945
680 382 996
132 279 533
504 640 707
107 65 906
571 606 -803
446 518 -182
180 39 178
234 290 496
564 827 868
275 83 -23
195 50 134
391 427 608
656 113 -95
446 98 -512
333 286 -114
362 870 654
228 526 388
125 436 -367
861 881 95
359 826 337
797 824 803
682 284 -475
285 672 6
223 655 116
455 215 173
865 42 763
517 417 999
619 79 -723
902 391 943
602 852 908
332 677 -980
234 75 823
431 704 -954
840 872 -112
898 334 626
243 223 -551
429 755 217
324 108 -188
96 372 47
655 73 726
245 811 329
320 136 -968
315 160 -425
134 682 642
860 839 -15
205 289 -364
811 675 -873
381 861 -44
220 825 -57
215 544 -723
154 264 -304
532 227 -462
190 1 528
150 599 566
344 741 785
115 528 907
384 576 280
277 302 602
754 449 -322
858 277 613
251 135 35
187 504 -331
429 480 -470
521 438 125
138 90 -660
98 764 879
421 70 933
174 91 -970
694 39 68
39 206 868
299 352 -459
350 753 94
827 387 104
101 643 459
260 542 -218
14 897 361
894 430 482
150 312 -735
400 179 493
823 343 -628
407 865 49
757 862 -954
532 834 570
119 41 743
742 802 -322
144 607 -506
98 213 212
690 619 -121
737 427 951
541 353 -533
788 252 119
341 407 -421
178 129 636
112 608 -434
168 27 122
26 324 -916
461 741 208
251 109 -317
878 389 218
257 764 92
71 145 381
843 701 755
400 344 -396
69 567 -602
22 654 132
513 212 32
464 770 332
68 844 -108
749 169 911
62 786 -764
491 142 -197
377 319 65
303 206 49
658 9 662
308 690 -993
850 824 99
633 629 -969
870 391 233
447 604 569
113 83 438
142 169 -708
860 780 -897
758 44 -366
203 516 -7
515 755 637
631 875 -284
193 610 661
88 513 -85
210 345 996
404 271 307
425 323 127
243 727 64
638 643 -740
848 738 387
476 234 -812
624 429 619
381 30 989
421 82 703
463 230 363
168 851 834
222 11 -110
873 359 -878
325 257 -237
516 87 -759
786 455 -513
471 484 -682
484 48 -778
375 194 780
473 5 206
338 252 140
452 405 114
673 876 -657
758 856 678
746 356 -417
339 695 -535
134 353 -122
521 574 -236
711 313 283
402 657 428
665 410 -447
62 55 -207
538 49 26
310 249 179
613 426 646
215 225 390
525 41 -495
29 653 -707
212 441 150
294 351 357
24 28 195
536 348 29
813 111 -741
188 799 889
206 516 -473
71 45 54
489 355 191
76 718 -522
320 443 -340
155 280 -379
603 409 304
131 333 301
559 862 -173
45 654 176
888 793 815
402 804 -347
373 163 184
96 459 -623
274 487 850
295 382 -870
302 211 859
519 461 773
870 796 -867
4 296 499
293 298 -771
819 120 327
556 86 -417
593 428 859
710 805 410
8 481 2
205 570 -909
856 842 437
367 847 282
880 574 687
177 81 -666
83 555 -542
850 468 -429
895 745 430
153 690 138
563 231 730
368 659 700
801 424 -455
779 545 -24
451 626 -404
13 624 -757
488 242 -451
583 382 -303
19 133 681
618 579 972
63 289 -813
650 645 -561
882 707 -399
283 415 -910
902 854 917
491 696 725
264 38 -707
25 901 -742
95 274 -661
412 357 76
160 589 -833
767 538 -153
857 82 167
39 680 -596
284 190 -457
553 111 700
581 233 579
655 639 -948
844 34 776
262 486 755
394 2 -873
605 833 -700
505 504 293
519 701 753
17 99 82
165 20 798
41 20 -651
250 153 543
415 494 252
493 516 743
743 436 995
541 681 -702
628 566 612
638 364 593
872 361 923
223 413 -74
678 391 458
248 114 -548
565 242 353
412 689 750
767 440 387
631 190 56
754 386 -486
413 494 -753
41 718 506
267 747 -500
451 111 991
633 791 -861
879 201 -884
827 651 -225
383 157 -398
671 283 -543
469 293 -990
138 484 -565
793 491 -849
619 780 -501
228 66 189
410 596 -374
158 569 714
209 228 -535
878 266 -631
321 380 138
246 764 63
86 398 482
854 668 454
256 670 -376
465 575 -380
681 382 -128
220 194 -626
734 389 780
430 484 667
12 486 -911
23 524 -33
626 655 -419
698 397 910
123 282 361
228 125 -385
32 718 43
777 657 -768
290 425 288
583 397 484
530 719 937
185 582 168
852 484 -872
760 442 387
323 77 960
124 133 257
699 222 179
362 162 -598
41 509 2
64 729 790
162 723 -681
161 792 939
683 412 -876
509 353 -470
193 520 -260
529 797 180
210 113 -47
837 123 -538
809 55 -552
723 749 953
182 84 -969
166 436 364
680 114 761
761 593 913
636 330 -623
681 340 77
224 786 -94
175 652 584
400 3 205
768 249 205
123 416 -507
265 26 241
113 733 -491
431 555 -214
829 887 -695
75 714 -653
709 793 -841
34 380 608
686 185 556
753 706 -870
330 644 -808
427 70 -674
161 722 470
717 374 -284
150 76 -679
896 193 91
692 845 514
12 457 -116
474 818 -132
105 437 -157
833 687 -802
673 339 -228
23 534 707
559 723 -462
49 152 631
223 787 105
69 520 47
156 90 -163
529 412 -871
241 881 -321
468 109 -699
725 160 -643
610 826 689
247 658 99
395 789 -11
209 455 -306
51 289 -420
370 298 745
550 479 402
449 220 315
868 573 413
525 742 74
783 450 390
258 85 912
330 665 -465
246 648 473
249 831 523
464 885 214
817 497 -796
136 819 768
294 87 -109
209 779 975
340 827 -467
881 271 331
513 607 373
35 6 -53
809 389 -745
308 563 968
157 675 -984
69 245 -165
27 643 -334
246 86 59
392 292 4
402 830 977
233 798 297
780 452 -386
414 394 -138
487 884 -338
353 769 -483
543 783 178
670 668 -465
82 14 -248
661 634 456
426 449 -210
230 574 -644
325 204 -756
458 692 292
885 812 -168
311 822 83
551 720 699
643 746 379
886 171 -484
602 546 -912
726 818 -124
52 847 -479
481 674 -342
508 215 -163
393 115 -197
561 183 -825
720 565 -910
585 363 -507
392 299 143
629 586 286
120 402 102
294 314 113
876 765 -900
702 307 -630
843 389 -294
681 424 668
840 901 886
819 259 -424
794 748 -8
307 3 62
156 245 885
251 900 552
119 358 913
156 749 594
380 30 177
126 78 871
573 770 70
326 662 -796
508 24 -162
779 668 -506
568 819 -757
452 861 536
595 446 345
123 315 -928
421 562 -385
745 486 -756
111 656 -600
647 280 -543
12 31 260
731 865 360
291 347 84
672 890 357
477 6 31
779 258 804
107 801 514
564 76 -419
89 192 -58
80 820 -464
576 64 -171
791 890 664
558 299 180
742 521 398
53 676 785
323 421 -398
376 306 297
131 265 220
889 427 -96
107 667 514
612 540 440
432 573 -215
104 814 -391
888 519 -899
11 600 434
558 13 320
78 353 -322
59 87 933
202 266 -652
744 575 8
578 527 -638
521 173 -499
58 542 34
313 606 -855
459 839 -546
165 312 -716
51 186 -693
530 695 -192
778 534 -307
621 716 -773
649 135 -520
734 603 -115
565 65 317
655 761 -364
121 351 176
109 828 -923
613 76 580
91 253 -254
260 379 422
323 665 -936
795 542 -142
375 2 930
340 613 -548
366 743 409
235 168 -950
332 787 -790
36 709 -139
731 592 -776
76 370 -110
896 528 779
876 818 -642
157 526 682
8 550 749
771 482 765
677 852 768
276 846 -807
323 558 -801
550 731 -546
512 793 229
384 843 609
91 226 546
649 224 877
717 44 895
241 244 -804
528 572 -182
65 374 885
15 465 -437
236 630 834
346 546 122
420 762 605
367 740 55
657 78 -680
785 620 -104
766 466 -87
608 171 -706
12 708 590
671 165 983
114 440 912
335 237 811
209 329 -22
649 799 -425
189 257 169
283 417 604
777 656 240
37 458 -779
762 119 807
158 66 -722
305 823 83
241 874 112
334 422 -809
652 62 88
164 150 625
844 643 -295
378 760 -664
656 597 399
193 314 513
506 733 887
238 685 -395
535 288 958
193 808 779
737 187 -534
108 404 -933
705 632 628
685 558 17
303 749 -672
345 105 -410
325 768 -221
138 351 -846
603 330 787
797 182 995
958 812
780 123 625
513 852 834
292 812 -348
956 298 495
662 816 342
376 732 893
568 619 350
907 497 -212
700 810 246
292 194 674
720 293 -784
211 26 210
542 87 -980
591 467 443
755 552 -62
886 189 -59
26 54 -233
633 931 -368
739 137 -239
530 475 660
134 371 623
47 840 -231
785 455 -40
91 780 -581
481 585 -524
147 427 -910
323 811 843
153 521 -121
254 32 -147
742 127 -681
769 297 75
255 414 -308
477 8 -834
51 311 279
752 853 -100
539 744 675
505 625 11
299 830 -798
207 151 -91
556 469 -545
339 423 -679
9 940 52
475 292 973
426 687 480
446 930 92
414 81 -513
599 465 496
808 36 752
664 779 -217
900 159 -701
480 376 -465
541 905 983
331 48 -659
746 131 -823
748 476 -478
88 884 -854
318 726 -348
542 434 203
475 230 177
440 515 -679
602 26 -404
242 692 236
703 379 401
86 913 227
723 211 -441
804 63 -52
495 49 -130
627 60 -802
341 875 -95
935 229 368
755 423 -528
262 324 -68
917 655 572
754 748 -697
334 373 -754
596 483 -414
547 150 509
862 114 -266
515 185 -101
26 146 -711
244 550 768
850 699 -446
486 364 55
207 832 820
370 913 -567
47 297 117
223 279 -588
230 161 662
168 159 372
597 637 -824
574 672 -438
555 244 507
500 410 -712
646 229 -371
256 839 136
331 314 310
223 409 626
938 906 -507
119 137 327
572 859 90
588 596 797
857 420 238
36 688 -178
927 610 -586
181 204 -796
773 818 65
215 275 -996
329 751 259
479 605 932
878 260 547
304 543 242
156 910 682
714 688 322
51 525 190
465 929 -536
892 65 -675
361 233 -655
377 458 -457
124 324 -460
302 171 418
573 294 -151
479 954 -458
948 330 -999
127 20 194
153 903 435
886 669 163
755 714 -26
81 286 -811
203 343 965
249 567 151
24 562 77
804 159 -264
131 128 -687
794 809 -563
875 924 473
856 442 -898
903 433 734
688 25 72
125 169 -123
168 947 731
470 68 880
23 462 -810
924 865 839
616 398 602
191 848 -422
607 856 -903
379 163 993
490 905 -774
689 540 637
101 64 703
137 598 -792
194 830 -983
492 562 -243
435 650 -781
859 709 667
250 232 -293
704 391 642
385 676 479
772 665 915
603 83 244
725 821 -587
273 366 207
945 454 953
387 104 772
848 611 201
81 408 -280
84 956 -100
131 739 -977
794 461 -79
677 386 76
417 632 694
386 76 847
113 228 -197
889 652 136
79 660 530
120 238 724
858 362 699
785 563 547
10 525 256
57 56 818
814 412 322
279 774 -601
883 524 -120
487 554 404
819 265 368
787 45 805
838 863 -413
184 119 -160
765 713 458
757 495 -262
53 395 927
525 101 722
811 327 543
71 592 422
201 557 -774
114 900 807
24 385 548
112 156 -949
801 944 -319
708 652 -475
915 925 -578
287 91 167
185 786 -184
716 335 177
329 490 979
728 778 142
885 316 164
117 326 -52
888 331 -165
141 341 -136
227 549 -229
766 491 -562
641 409 -964
856 384 -412
10 61 -904
824 708 -193
652 374 575
31 61 -673
500 76 737
942 585 215
64 91 -286
595 536 -166
65 500 244
74 760 893
260 482 -558
104 446 696
55 849 855
855 32 -278
831 799 -271
916 528 -988
643 163 52
891 379 493
44 271 577
784 899 -779
907 7 378
707 859 -853
902 700 913
724 6 -51
951 109 562
691 294 -35
251 895 -845
173 532 -99
396 561 9
647 103 -27
214 119 -714
842 228 16
516 308 -464
441 566 745
295 396 644
487 717 -152
623 581 -191
226 259 72
817 595 740
586 430 495
224 664 702
827 295 -95
568 144 19
702 358 -736
952 748 -185
708 636 -799
103 915 141
624 939 454
72 261 -10
79 669 -50
658 345 -95
914 303 -694
302 910 -134
520 885 603
59 945 965
677 808 -2
854 828 -151
806 98 -509
651 61 -454
807 40 -726
864 367 -840
714 855 -344
834 30 16
172 487 -489
940 169 -48
477 697 263
8 301 -811
146 527 -153
589 560 146
208 115 800
40 283 -181
261 590 574
363 741 -690
379 394 -18
578 25 149
228 796 61
448 209 725
678 33 799
734 607 -523
280 201 290
419 476 -947
548 625 668
262 242 179
724 67 -505
705 496 352
62 477 358
605 342 -345
49 98 -843
730 707 -608
718 340 -90
471 146 70
452 801 96
582 324 758
299 155 -29
708 449 -781
449 139 -182
487 575 -158
854 7 -611
447 342 16
783 278 688
88 416 241
512 912 -526
843 101 -579
755 904 572
124 815 -49
240 658 811
55 437 298
931 492 -78
488 121 -51
600 956 -504
754 472 298
69 479 -319
176 515 -584
457 186 175
894 929 145
24 865 986
737 351 389
214 738 284
129 744 -48
750 738 873
43 801 960
223 764 -247
771 360 -386
554 573 252
381 11 169
31 89 -965
629 108 -115
397 434 754
253 340 911
639 612 902
327 802 -785
131 683 -972
602 23 -501
405 177 -281
152 611 944
32 537 752
592 498 638
241 282 -973
790 256 -847
799 564 463
12 528 -545
767 734 525
52 520 167
488 61 -17
346 358 -41
349 640 472
933 622 746
739 230 820
330 256 -971
710 504 -746
102 934 199
537 234 -272
655 932 51
741 333 671
53 556 -12
799 484 18
324 616 220
802 565 -71
622 730 -755
431 251 -724
316 595 950
282 839 824
744 745 419
33 866 90
503 377 -266
289 162 -428
631 374 92
22 841 -818
746 28 143
809 357 392
725 364 -98
373 767 333
324 703 -135
736 144 386
325 452 478
633 802 337
75 855 -329
536 510 684
793 249 -207
325 626 -444
331 591 898
817 585 -979
113 554 -980
883 562 125
754 43 566
639 948 -742
674 914 -851
471 346 -92
430 315 -559
609 170 -164
94 817 168
270 827 569
26 138 653
415 285 186
312 235 584
784 835 -444
22 351 -286
256 670 -904
666 839 467
800 689 -520
907 448 -977
867 686 813
561 790 198
411 691 -648
572 372 -209
825 823 181
288 125 857
758 32 887
803 417 67
57 74 723
935 92 917
480 415 511
416 832 -505
764 191 -424
693 154 -924
392 893 675
319 542 772
648 181 -240
600 907 200
435 799 103
950 228 794
1 923 236
592 809 641
136 4 31
6 177 316
427 488 184
195 1 -225
830 785 395
549 467 -428
97 734 450
755 637 -317
591 197 -624
577 311 -833
506 849 -684
616 898 296
420 817 -957
837 486 270
824 86 -113
689 84 -385
413 930 193
764 312 104
516 489 501
802 845 552
203 932 -547
202 838 -265
129 945 -222
328 18 -61
338 543 -647
317 627 -457
128 884 13
211 755 985
721 189 254
798 441 -796
431 310 142
850 121 538
507 252 -523
366 939 -560
659 900 646
454 707 961
450 368 461
958 561 572
141 798 -107
164 856 -472
433 341 -489
102 433 2
609 296 509
895 740 -154
605 830 -419
562 833 364
591 883 988
186 245 509
9 503 134
406 15 -456
674 280 -6
951 314 171
290 107 134
740 144 58
939 263 -413
670 500 905
319 687 -280
908 736 -959
12 504 572
708 909 -619
401 118 40
424 814 -67
221 225 -980
156 224 -129
275 805 712
175 411 -60
355 8 -563
82 791 -476
297 754 -450
772 497 155
664 540 909
454 861 930
528 414 -962
380 177 -270
40 2 573
564 873 621
295 465 -973
878 80 -649
804 855 -10
145 469 663
297 701 -168
611 113 531
142 872 -397
641 806 -642
921 594 -163
329 424 33
194 321 -401
678 465 -263
356 422 -173
490 246 294
782 462 -5
676 229 727
593 105 303
804 856 743
498 794 352
807 687 -85
808 10 -561
539 28 -351
368 317 -426
949 774 960
234 473 494
